 	viene	fabbricato	</S>
a31	0.194733664425	0.72970868228	0.0755576619006
a24	0.0738572656679	0.9095654	0.0165773492936
a31	0.201173367172	0.7913932394	0.00743336136368
a18	0.199001910825	0.69305301468	0.107945089126
a31	0.203407960787	0.779826221884	0.0167658396621
a37	0.200039612113	0.7030675604	0.0968928253967
a31	0.219483714146	0.5589443924	0.221571904902
a20	0.112036210089	0.6408724128	0.24709136418
a41	0.267339731569	0.183767095932	0.5488931844
a31	0.165103891099	0.483454398304	0.35144171406
a35	0.00943857767481	0.40488812798	0.5856732814
</S>	0.169667878091	0.12433961688	0.705992474
