 	il	morto	vuole	pianto	</S>
a31	0.215748621542	0.314380862332	0.168307774752	0.296121780776	0.00544094998099
a28	0.0399704792436	0.336813403075	0.16497244724	0.457737213561	0.000506427887678
a17	0.181641245952	0.230072891242	0.0195297050288	0.567937913691	0.000818223897422
a31	0.231762330545	0.159182822893	0.086373969572	0.521265063621	0.00141581734177
a20	0.133200305797	0.274837981516	0.127739156692	0.463663236401	0.000559302951838
a0	0.331409016945	0.0667126059285	0.155825192395	0.342330047299	0.103723152109
a31	0.213831206885	0.218308359185	0.0812910075704	0.479031536622	0.00753787398954
a13	0.19687099036	0.295885843215	0.026722598152	0.4649492144	0.0155713141712
a6	0.213842443337	0.112550592673	0.10770767368	0.55547315276	0.010426163086
a31	0.176091901881	0.0412798576821	0.05822639264	0.64855334612	0.0758485086
a46	0.148079586404	0.313510179715	0.016776715364	0.457416361	0.06421713822
a37	0.19110646372	0.0566306337719	0.11394144732	0.605588748274	0.03273270542
a31	0.16365776662	0.0394612992511	0.04406678328	0.6788599284	0.073954243
a46	0.018434720908	0.357928064781	0.0161497584157	0.42589784714	0.18158961518
a31	0.13120282436	0.0720026058781	0.113727794629	0.5851819614	0.0978848187
a46	0.018355647952	0.203267800173	0.0177505838791	0.3835831986	0.3770427665
a8	0.074041586408	0.06095913326	0.118233637758	0.590999824	0.1557657799
a31	0.03667996401	0.052651246346	0.0840373150186	0.5289703	0.2976611696
a8	0.097667618098	0.118102034199	0.0356297657275	0.31339786148	0.4352027594
</S>	0.03661324722	0.0205444658493	0.086487141289	0.60260266	0.2537524638
