 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.0310000099382	0.192123112078	0.11057469777	0.565275404	0.0550982983164	0.0459284942652
a20	0.166006705372	0.188701328129	0.0067273710588	0.4123726956	0.207510345626	0.0186815256651
a31	0.087346893533	0.344713350403	0.104102117973	0.1466930974	0.301215923824	0.0159286285334
a28	0.0105231764837	0.203231252718	0.201727006338	0.355384712	0.223431170902	0.00570265625649
a31	0.289463231264	0.172838808908	0.130906204856	0.17474761874	0.22582660978	0.00621751894461
a13	0.172607687109	0.122878424656	0.13125516576	0.329454203	0.241374197004	0.00243029714136
a18	0.26036908746	0.098098634486	0.0440381355058	0.35270591366	0.2386218399	0.0061663924946
a31	0.211678227055	0.0606516196653	0.0107802558748	0.251321600808	0.4588595208	0.00670882392
a27	0.157889110033	0.0183504968279	0.000407123381226	0.1091485106	0.607384342	0.106820403334
a31	0.0127708497102	0.039949199681	0.0226121505667	0.26381658573	0.6414021826	0.01944899634
a20	0.0686693873838	0.027490521009	0.00457788525937	0.0862421156	0.56948048	0.24353960368
a31	0.0042725214404	0.023487158427	0.0177032529918	0.241344153849	0.6442223064	0.068970565
a39	0.0382434785418	0.0698787013786	0.00807474277414	0.0550687529	0.539983256	0.288751034
a31	0.00174228098619	0.0269453101677	0.00963067585714	0.157096233774	0.66406783	0.1405176916
a33	0.0357508663551	0.040755119498	0.00673769891034	0.040602729534	0.5473434368	0.32881015452
</S>	0.00959313818238	0.0409685471297	0.0312760146051	0.058583941784	0.60047235	0.259105986
