 	ho	cosa	a	fare	</S>
a23	0.014321576557	0.061561772958	0.498717824	0.122910828997	0.30248796649
a17	0.035145824048	0.1810145002	0.2749623902	0.301685079	0.2071922401
a31	0.0577273823493	0.201870318418	0.265438552	0.2768852512	0.198078504412
a8	0.026480630811	0.137969962236	0.1540894898	0.4820363238	0.199423601357
a31	0.192312239749	0.0824659932137	0.1381788784	0.31945188049	0.267591023439
a13	0.22262892461	0.0658336553145	0.1167173926	0.3907262543	0.204093762304
a24	0.0498464296737	0.0738424323577	0.12157077036	0.4163716526	0.338368696682
a31	0.273200509309	0.102972139142	0.0894285261426	0.23076488566	0.30363391855
a13	0.134476624877	0.106207653736	0.17892577832	0.23249448352	0.347895441272
a31	0.0442208102639	0.0346062716963	0.048114235266	0.3768719659	0.496186706
a18	0.00310627699962	0.0557297742904	0.193822833877	0.2892034926	0.45813761756
a0	0.0792742146069	0.1025491106	0.0255870418212	0.251185443066	0.5414041928
a39	0.0217961835518	0.182956528092	0.0185738174008	0.22949826104	0.5471752384
</S>	0.0540259449443	0.1519049114	0.0272697794078	0.277602941866	0.489196410132
