 	venne	scritto	</S>
a31	0.5292576693	0.319245586728	0.151496742881
a28	0.34360610518	0.610363947	0.0460299166228
a8	0.40131294617	0.48302882774	0.115658218118
a31	0.327443718092	0.538852952859	0.133703328133
a20	0.542907483244	0.335754494878	0.12133800715
a31	0.35856709948	0.565276105745	0.076156769234
a13	0.493510439234	0.41118692464	0.09530264855
a29	0.285061815901	0.399218502316	0.3157196936
a39	0.191394675395	0.45444164468	0.354163662
a31	0.0396553087374	0.222296905	0.738047786
a35	0.056470271339	0.340226016994	0.603303701
a31	0.0954453793506	0.2572940779	0.647260536
</S>	0.0299900778126	0.281482546869	0.688527348
