 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a46	0.164168978396	0.00301829662167	0.20466615798	0.0025356614213	0.0028831059199	0.00258367328788	0.0198760076158	0.398663344214	0.00631080130787	0.00827722468119	0.00471418665029	0.00031202008786	9.89487119761e-05	0.18189156772
a31	0.0142346205314	0.0193163969594	0.380735282933	0.0316817540892	0.115849118608	0.114664528349	0.067226715514	0.0075997614272	0.123806251915	0.0309108917493	0.015946865605	0.0115826934486	0.00385778404864	0.0625872999264
a27	0.0367147093794	8.0871754116e-05	0.203665356151	0.00780478702778	0.0230232933897	0.040972987517	0.0617333323391	0.0253869615455	0.119413672099	0.0190302362146	0.22663333842	0.0156583017011	0.00120297059576	0.218679167154
a17	0.196837250094	0.0017830490183	0.0674314596722	0.00975393776	0.071175757056	0.0291607062926	0.0409593796321	0.0025565513514	0.146745361591	0.0604592972609	0.151308332111	0.0141722647961	0.000742173813214	0.206914500129
a31	0.198467747065	0.0126175262318	0.0201647732661	0.0249113865896	0.072448280643	0.018851629881	0.0839059595797	0.0061513255123	0.0220869863769	0.121956585523	0.256713923805	0.0260757240488	0.00142349311607	0.134224705538
a24	0.208039782603	0.0284721588539	0.0450885820051	0.0356543111857	0.0422243904542	0.0081954857094	0.0066127306834	0.00491768159598	0.00216800225456	0.0306724954343	0.269340821946	0.0451980789375	0.00480908090959	0.268606388438
a29	0.201626751254	0.000602111829308	0.0001672690073	0.0002893455674	0.00040761332566	0.0003805088732	0.00103853234583	0.00985764771722	0.198299741818	0.00438886917829	0.2105376205	0.0331355915417	0.000138856839788	0.339129550899
a38	0.203432837817	0.0043136298822	0.00433559740124	0.0030114180122	0.00378085712079	0.0020501475486	0.0204660385307	0.00494461658622	0.171946488622	0.0123282861189	0.22428096756	0.0508856725926	0.00120250676133	0.293020888205
a31	0.272614649424	0.0602992862305	0.0434550718191	0.0256993160298	0.0221605938403	0.007116100747	0.0113679837602	0.00870523156563	0.0286078716651	0.00525629364156	0.0230986116733	0.1417797204	0.0144604395684	0.33537883834
a37	0.223042207916	0.00196387330156	0.00489954299606	0.0029035536296	0.0381590582242	0.0273924237734	0.0894288342826	0.0647091866865	0.013270918294	0.00935278816559	0.149496692624	0.0486821674885	0.00720017925381	0.31949855457
a28	0.0672097530021	0.00326386878183	0.141217957079	0.0093669391208	0.005866839632	0.006091273012	0.0674895919186	0.181337771948	0.0196751169792	0.0277958000493	0.0415977131269	0.207217534344	0.00104008413752	0.220829744679
a39	0.0563070396404	0.00404870823093	0.160418257276	0.0079545551321	0.007351631464	0.009109850466	0.038716152046	0.181707699695	0.0121544458907	0.0198536986267	0.0440294340636	0.203396622871	0.002129492275	0.252822400834
a18	0.0340949116602	0.00673866036405	0.211863409367	0.0194022026964	0.020446873034	0.013034460914	0.0464465688445	0.125841724721	0.0074963208938	0.0125670387778	0.0294184672924	0.150654905647	0.0138559306523	0.3081385197
a46	0.0520664253201	0.00441696405517	0.220625918019	0.0204078867292	0.0162361730494	0.0088427417076	0.0659594340032	0.168253542129	0.00610879746606	0.00544541080407	0.0135519490439	0.0864999335404	0.0163713190628	0.315213486537
a31	0.0673057902002	0.0291209098917	0.235860191282	0.0255062128875	0.024819067378	0.0133353686898	0.0333150225545	0.0881692071118	0.015713672402	0.0102256593314	0.0274685666704	0.0890022634984	0.0440728206987	0.296085218884
a13	0.102388443302	0.000331450315002	0.184799446308	0.014127521739	0.021574331646	0.0235359304226	0.155055119788	0.213518589748	0.00853649258777	0.00203772056142	0.00553909010641	0.0196928379569	0.00738799685172	0.241475079439
a39	0.0886839422084	0.0149495643741	0.183032205606	0.0373114186462	0.026910407572	0.014800190538	0.0448017044028	0.115870472501	0.0160852319788	0.0269202496874	0.0415727374992	0.105713111298	0.006169653437	0.27717911637
a31	0.10245067528	0.00705601336019	0.179914186497	0.02363657181	0.0193071605371	0.0114461465692	0.0598939767908	0.13390576259	0.015015757526	0.0127332369011	0.0243380166724	0.0754976068592	0.0150572301999	0.319747677759
a13	0.0549433131657	0.000201841355364	0.176489909323	0.0177761710942	0.02870539977	0.03618747735	0.138063987778	0.244254379541	0.00647056997811	0.00200642330486	0.00616145412896	0.036770364069	0.00759804706338	0.244370639053
a11	0.15694756606	0.0104462464806	0.098595297753	0.0347381344947	0.0203996792124	0.01212273282	0.042227634838	0.123149620262	0.02390712708	0.042510999042	0.059764256306	0.123580379308	0.0080075573388	0.243602776236
a28	0.26598966786	0.0072487846082	0.113415952065	0.0150742399998	0.0108614158108	0.009635019364	0.030994682414	0.0885077924924	0.0248395444564	0.019750939496	0.029755287686	0.0475400597056	0.0012353797008	0.335151186247
a24	0.2023363838	0.0100819658202	0.107584976465	0.0330516225733	0.0229188787578	0.0169157640294	0.058489828518	0.02727596782	0.01907121324	0.03553911811	0.0786723346908	0.124605064784	0.0060067009822	0.257450192183
a18	0.26715563798	0.00464940232601	0.107026731684	0.0169805379409	0.0106602751029	0.00826970508464	0.0382829664688	0.076430466498	0.011316725194	0.0175700363652	0.0374686466908	0.0530439273216	0.0022536239387	0.348891345797
a31	0.1991493927	0.0135405070001	0.087878231417	0.0198592825191	0.0136274845288	0.0100491853428	0.023244009802	0.08098968238	0.038366610372	0.0129661280366	0.033936394954	0.114355557165	0.0216562492232	0.330381297693
