 	il	lenzuolo	vuole	lavato	</S>
a31	0.0835406822947	0.412944904819	0.0974185262	0.394553532294	0.0115423232076
a7	0.0306284274729	0.363871487014	0.05679038542	0.528322525714	0.0203871957475
a31	0.252087522523	0.312748866617	0.17151503014	0.25342011416	0.0102284851303
a0	0.196347575179	0.394581923087	0.088108908792	0.311030198342	0.0099313774733
a17	0.192702858673	0.260925115886	0.046095043272	0.477244015836	0.0230329376013
a13	0.122591660503	0.270872279301	0.0628883854919	0.53394005596	0.00970758805712
a31	0.182803933778	0.297788155705	0.0539164802399	0.4329132894	0.0325781133754
a17	0.060678739763	0.349370296697	0.0080809316892	0.38529583556	0.196574216746
a8	0.149479021105	0.12399305949	0.12072934848	0.40873681964	0.1970617624
a31	0.0488328331951	0.172918305845	0.18691012323	0.3675757952	0.2237629388
a24	0.135088219872	0.2399390838	0.0144733742644	0.277335977502	0.333163328828
a46	0.162263898902	0.138390134732	0.105858132062	0.371536871674	0.22195093106
a24	0.04778822334	0.0859699488003	0.209958221847	0.390026907335	0.2662567228
a37	0.13945610832	0.117255800002	0.098387852068	0.336610737718	0.308289473
a31	0.07173907398	0.0521793213003	0.125163061254	0.318525620947	0.43239294594
</S>	0.1341090413	0.0443920823409	0.0309983770769	0.27211761196	0.5183828902
