 	lo	sentii	che	viene	</S>
a43	0.110707035233	0.49414037374	0.012271742056	0.00516544878954	0.37771540935
a17	0.01686648404	0.5642019368	0.01596972494	0.0279717115066	0.374990174139
a11	0.0043316840106	0.61279884512	0.06890979288	0.00456898201302	0.309390657637
a31	0.0192379137776	0.5740186407	0.090050309172	0.00191616579512	0.314776970431
a46	0.00352124351808	0.39778208705	0.28307227468	0.0020288789194	0.313595534282
a6	0.0330325488599	0.54699704438	0.04214089692	0.0146956894118	0.363133816623
a31	0.0989059876066	0.343156840889	0.09200982504	0.0582896323965	0.407637761791
a15	0.028585282634	0.417645834059	0.15625187654	0.00388443112512	0.39363258474
a20	0.203580758002	0.0203330071879	0.19147029364	0.179680204498	0.40493575909
a31	0.0691179298002	0.084772997313	0.0928768336334	0.303994702757	0.4492375012
a17	0.131098857102	0.345497829602	0.0456477886	0.0245360137661	0.453219529371
a31	0.0823151702655	0.0128612551426	0.21254645284	0.277346941842	0.4149301592
a13	0.041959757232	0.416628225149	0.02670512088	0.0449880847996	0.469718773784
a39	0.0997221337768	0.0156463110072	0.19535254724	0.260687238269	0.42859176028
a46	0.0353259674383	0.0406140558301	0.069389439004	0.351172956598	0.5034976034
a31	0.039685364842	0.0418298580608	0.03518843709	0.360790682452	0.5225056818
a18	0.2063081604	0.140696792617	0.01008642437	0.0218077131618	0.621100912922
</S>	0.0605909685738	0.0139273793286	0.0362828413789	0.428239373487	0.4609594544
