 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.122983586787	0.139730655936	0.131893057859	0.005679883942	0.11948902006	0.19947072276	0.139433659994	0.106147555285	0.0351718562376
a28	0.21325653855	0.152502479841	0.16927202458	0.019540233788	0.13114436482	0.0431291153964	0.0283377221936	0.0717674082653	0.171050102406
a31	0.39569371484	0.0677449333809	0.135663281592	0.0127053640848	0.197734731932	0.0076483666394	0.0339742460979	0.0255160562171	0.123319350307
a8	0.115786962534	0.128333733066	0.151226686266	0.036413338454	0.247877940766	0.0412530495	0.202056454902	0.061743239575	0.0153086076863
a31	0.299383189171	0.0658487536797	0.112404674058	0.0593787422	0.177740120303	0.0547374967936	0.0102358393071	0.0517430512777	0.168528139309
a28	0.392676879309	0.0724794981118	0.0641358507861	0.0150776262324	0.02258358914	0.01806717966	0.207425495021	0.161558320254	0.0459955490466
a10	0.426562125617	0.0148695156604	0.137854772889	0.00497891391	0.00861324476612	0.0226398242192	0.00644019534532	0.16857071514	0.209470678951
a39	0.270640221649	0.0514043005954	0.187296588563	0.0662597813574	0.023114819529	0.0302947467486	0.0110064527382	0.156581756023	0.203401288915
a31	0.247745868477	0.0961113851007	0.196096604808	0.042196114488	0.00959784381626	0.013849643836	0.00541493693663	0.134712161819	0.254275470281
a20	0.420758181228	0.0412176305385	0.0867039237834	0.028914608322	0.0263079261644	0.039244330799	0.176441474905	0.133270464026	0.0471414660506
a31	0.183596643011	0.149466001745	0.179256187772	0.0280315286914	0.0356518965664	0.0391390818351	0.0121452233546	0.171322708149	0.201390706905
a18	0.299570103811	0.070965909009	0.0399047538368	0.052409674	0.07740088394	0.08574243384	0.17912748047	0.146142422476	0.0487363641453
a41	0.230041166292	0.152602613977	0.116369606315	0.0278375431112	0.0762825296826	0.0367329460073	0.020072714246	0.139752372206	0.200308522719
a7	0.294708808779	0.10735885887	0.0551633134998	0.0376866161904	0.0760012877272	0.0242942204268	0.020650233234	0.12762644668	0.256510212464
a38	0.298429582262	0.104652532602	0.0775931413675	0.033881367872	0.011169702126	0.0226620021832	0.004101996208	0.18152706776	0.2659825813
a10	0.250410202106	0.128361594606	0.0568455219577	0.0411578191028	0.019763427078	0.032066437715	0.0167707091256	0.1022424602	0.352381861616
a31	0.297133836957	0.109674579835	0.0635054662086	0.03645371855	0.01207936448	0.021052869938	0.0091160688908	0.2377904125	0.213193686546
