 	tutto	il	cibo	vuole	girato	</S>
a31	0.19681469414	0.0923689898488	0.109704052921	0.386090284387	0.204672879539	0.0103490943938
a8	0.170196745974	0.185179183796	0.238756561395	0.153536084379	0.149896085748	0.102435307571
a31	0.11169284816	0.1975452024	0.0711390937999	0.306780945889	0.267027667979	0.0458142064569
a29	0.0958407676073	0.0926998111001	0.217090599333	0.190140444343	0.248585424741	0.155642913259
a20	0.280213992527	0.094066320503	0.199500156823	0.203775813418	0.037029919573	0.185413830089
a39	0.109208443714	0.189445618798	0.0659836039528	0.211114984319	0.25707995424	0.167167369658
a31	0.337798259807	0.0379669407602	0.0879991220657	0.2090789899	0.1666660618	0.160490649571
a0	0.401543980286	0.0033441679288	0.0741981377571	0.0783384755487	0.232919149576	0.209656113648
a31	0.257350840281	0.077464293665	0.152122229802	0.198876552131	0.124389471986	0.189796577234
a24	0.234511653788	0.00262975512294	0.0917243876971	0.0244934813246	0.399233287923	0.247407424312
a36	0.265885771752	0.113735523802	0.0744156878133	0.0394531402342	0.137379404314	0.3691304753
a11	0.213850395189	0.0753585149914	0.0742073048644	0.1352744958	0.107652634856	0.393656662952
a17	0.228537642605	0.0652794525969	0.135609347388	0.02241149922	0.169284474554	0.37887759646
a31	0.208663387802	0.143159666109	0.0381269666199	0.105911485904	0.183016147112	0.32112236668
a6	0.159225307758	0.0528275353773	0.145473261228	0.025983862068	0.159556537447	0.4569334558
a31	0.114283741018	0.0814228681374	0.0479574708711	0.18297562	0.15472811226	0.418632222
a24	0.118120988802	0.096181451749	0.105758579821	0.0515932563504	0.140535368268	0.487810334
a6	0.030927731416	0.201315967333	0.0499149807931	0.07717610148	0.23726699902	0.4033982388
a31	0.0874689790493	0.14073148486	0.0892483682605	0.185288784252	0.060155762268	0.4371066334
a46	0.0918936131935	0.0740673203267	0.103893087729	0.0852123482572	0.129295346439	0.51563829
a39	0.0174414643297	0.166474171454	0.054711726942	0.0859999087866	0.231190924836	0.44418174386
a31	0.0358288847916	0.096051326731	0.0520083768199	0.155247090098	0.155771933014	0.5050924086
a41	0.0528291706761	0.0647413505587	0.0577068391565	0.0690955826608	0.0896587862216	0.665968284
a8	0.0176946641373	0.168070514865	0.0491863525611	0.112817938652	0.234845947989	0.4173845489
</S>	0.0357308709355	0.128421810522	0.050539940906	0.185019762256	0.133892601132	0.466395022
