 	non	so	cosa	stai	scrivendo	</S>
a31	0.00366225186394	0.202257085966	0.20825644224	0.37055512096	0.192182479	0.0230866356506
a21	0.0009109315088	0.00372247258523	0.030554161116	0.39252147	0.553296042	0.018994959458
a31	0.00749490665606	0.091139988498	0.02831924786	0.3928845328	0.472298275	0.007863018072
a10	0.00112546947765	0.0322604517977	0.0468750750848	0.363620335	0.545736594	0.0103820394601
a7	0.00956255913817	0.0152526719883	0.072489899226	0.344114046	0.5473718772	0.0112088964894
a41	0.033377593444	0.00796041591202	0.0335184677168	0.1874686892	0.726031462	0.011643373308
a31	0.118110485783	0.0266856618991	0.0486077408283	0.2131117326	0.58536841	0.008115956257
a8	0.00234179853362	0.000918811148482	0.00436392808743	0.24797644218	0.686012482	0.05838657354
a31	0.0417141804201	0.03947876527	0.07876849762	0.259026699	0.519513064	0.061498809674
a8	0.00559467612	0.020105447912	0.00542686371398	0.09662481896	0.649580080286	0.2226681382
a23	0.04808740244	0.04588892834	0.0653251635979	0.131960123	0.4956991506	0.21303921612
a8	0.029568732414	0.11331993803	0.0377098998381	0.06930276338	0.50230898542	0.247789682
a31	0.022708744688	0.1230008014	0.0372352756355	0.072382297834	0.450785064584	0.2938877856
a21	0.00143948919	0.14755658422	0.00693754131508	0.099558898478	0.424865730886	0.31964178004
a31	0.046222349034	0.0414348904003	0.0764125499311	0.110636584994	0.44159839039	0.2836952402
a24	0.0026420200432	0.158841843384	0.0135825918412	0.0862314576308	0.398927611404	0.3397745022
a21	0.0658196417374	0.0386767726795	0.0878097641554	0.06132636652	0.405522452878	0.3408449754
a31	0.02896492768	0.17868917934	0.0447305400301	0.06445455239	0.289791712567	0.393369118
a17	0.0145776707892	0.169646447441	0.0214905117592	0.06168185395	0.320031683694	0.4125718344
a20	0.13068832754	0.0307094655201	0.0594035813318	0.03972868208	0.279329550784	0.460140374
a0	0.03597794502	0.154702133961	0.027594859873	0.037885542986	0.29601432058	0.447825194
a31	0.041815507912	0.13620506488	0.0461548001673	0.04325931195	0.28854851088	0.44401679
a8	0.067877043254	0.038118687896	0.0182872494663	0.057661287148	0.34114798151	0.476907769
a37	0.10097872688	0.0752951561161	0.0355573922352	0.040675498522	0.293002862545	0.454490362
</S>	0.120802056588	0.074864200308	0.0501553856995	0.038189362772	0.24933673489	0.46665229
