 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.117293220736	0.015367813942	0.260231387923	0.0615157464029	0.137330218724	0.0985766631039	0.0119951441236	0.297689803199
a39	0.150107066282	0.236708499688	0.0822392703243	0.0979001495684	0.00483350239317	0.103942939968	0.117791757062	0.20647682791
a41	0.311051809124	0.0665440325501	0.21361968611	0.054159105028	0.0700881839134	0.0344919825119	0.0403869592241	0.20965824119
a39	0.385726631977	0.100745313691	0.100289703398	0.0333402429266	0.0673446203145	0.0143666040984	0.0301958268512	0.267991037222
a20	0.523978716591	0.0191969027106	0.027465873234	0.018653309072	0.0402919961359	0.0213090434239	0.03094809613	0.318156044637
a0	0.475843092367	0.0146372006648	0.053198199694	0.0159351548412	0.0737106792107	0.0581818935066	0.054829719636	0.253664062808
a31	0.322060360849	0.0295906766728	0.108313343236	0.0202370767449	0.0327699075102	0.179433808833	0.079055347732	0.22853951206
a13	0.235975229052	0.0142684073852	0.104462704507	0.0299409212461	0.033075539761	0.280122836836	0.06856980796	0.23358458112
a17	0.223531205218	0.092831399418	0.0930711409024	0.0240563117557	0.067008629074	0.235276746728	0.055441629968	0.20878292288
a31	0.117489341205	0.0672494559896	0.085150735949	0.0635028847331	0.016679666304	0.202089295712	0.22254557841	0.2252930274
a3	0.11681170341	0.0216549343821	0.0886160934573	0.0589617168708	0.0086472074024	0.0566003288	0.1827848928	0.4659230666
a46	0.126786918629	0.113914863422	0.0785352197466	0.0447564254685	0.0342387228392	0.185085413568	0.18609418684	0.23058823994
</S>	0.0373131988294	0.113888113761	0.0857365509579	0.0514442686671	0.0250462905678	0.03383163447	0.2596745691	0.3930653896
