 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
a8	0.11644245656	0.229749933489	0.0289179840993	0.010189444924	0.0190195979859	0.0446766826121	0.0401680985777	0.004319487928	0.0648356090931	0.232942604157	0.154214798871	0.054523297184
a31	0.145640577893	0.0836608742276	0.0456944262589	0.226608919021	0.0820437697147	0.0137508050072	0.106645602904	0.082938091574	0.0534016749638	0.04511295258	0.100902041343	0.013600233624
a28	0.0504362066596	0.126876733595	0.0346027506623	0.118701069014	0.115359464728	0.0129937637167	0.27461395724	0.00976659841643	0.0249320303015	0.0940375061107	0.125140496524	0.0125394230838
a31	0.245838892405	0.0453266931547	0.013646832663	0.226512506331	0.0124724027385	0.0104980520124	0.138900765781	0.0369652285951	0.0468515218839	0.0630326143183	0.139155840079	0.0207986495834
a20	0.106805975914	0.090877426651	0.0320149133359	0.107100106941	0.0552470788322	0.0312587112937	0.133744841788	0.0112210108952	0.0839639471095	0.147446060272	0.180973987694	0.0193459199763
a31	0.231988500759	0.00861874160446	0.00862838958515	0.189819568766	0.015683658978	0.0254259118245	0.0940586436235	0.0295710936998	0.0945118734559	0.100128522545	0.172007841422	0.0295572446468
a21	0.198036684287	0.0147613339633	0.00211841225386	0.0437234004212	0.00866908135271	0.0122445148702	0.154964507683	0.01110396824	0.0917271673196	0.1979546539	0.226898870808	0.0377973671106
a31	0.214418808134	0.00380095033431	0.00489334460366	0.117573680448	0.0277146078133	0.0763703973738	0.154744511462	0.0185756993435	0.0635821415974	0.104738151924	0.18503915742	0.0285485244033
a17	0.26697048632	0.00277846268718	0.00285112140228	0.0329251122552	0.029177239652	0.030540542263	0.176330310653	0.00839797610088	0.052046439232	0.115881033221	0.227079991943	0.0550213099576
a29	0.19655695953	0.0220077145077	0.0156336819542	0.044194446726	0.038116735332	0.0585487759723	0.197440053616	0.0158174942409	0.0497781751204	0.0892784023802	0.23044372731	0.0421838220296
a24	0.177335437942	0.0356094650325	0.0148970669986	0.053765420033	0.0274122169714	0.0412905133124	0.181135477643	0.0114776330009	0.0458524718743	0.103643508841	0.258871302642	0.0487094940219
a37	0.16812295306	0.0361413484784	0.0139266433771	0.0285394422498	0.01873879802	0.0353399752789	0.167061270121	0.00576076827305	0.0585712122795	0.126345161369	0.27431608453	0.0671363567308
