 	l	ho	sentito	che	viene	</S>
a34	0.00089729309078	0.0007842305406	0.551455325854	0.0551357885	0.0245824617419	0.367144928928
a46	0.0119034830535	0.0120156017309	0.418491599701	0.1637298884	0.0169237662917	0.376935624233
a41	0.00840354529292	0.0103394895416	0.534978832	0.0468735806	0.012214122336	0.387190384089
a19	0.012794483108	0.0121329156887	0.56433050888	0.01702986972	0.0111721620776	0.382540103608
a31	0.0697884406	0.0480718400028	0.217204967663	0.1964122864	0.111786965079	0.356735529248
a20	0.141930211722	0.0078041631609	0.188055325936	0.10994391	0.156819619494	0.39544678628
a31	0.0621726236	0.106375213141	0.0151101756519	0.0779410018	0.380330559247	0.3580704281
a24	0.0235659578088	0.0044481983131	0.127266359036	0.2693091566	0.258892629123	0.31651770154
a31	0.0553038290013	0.1147442038	0.0218858540452	0.105854265	0.306916798044	0.39529506332
a23	0.004534748578	0.00438666556112	0.186723152261	0.0649208502	0.282734817237	0.45669976572
a20	0.0414851098	0.101221522363	0.00218037241711	0.07904949824	0.372699656097	0.4033638522
</S>	0.0405723852402	0.0906103610387	0.00245367609156	0.107012902151	0.351532011077	0.4078186732
