 	avete	cucinato	le	verdure	</S>
a20	0.422587717809	0.002362217769	0.142989732453	0.382030891867	0.0500294497666
a31	0.27431334846	0.044069275058	0.3837802548	0.193744394374	0.104092698543
a37	0.0477063353998	0.0694120588776	0.597051	0.194366692688	0.0914639086332
a10	0.465300638774	0.0142272310264	0.070172161	0.25882255611	0.191477429037
a20	0.510358517159	0.0135164388816	0.04829318879	0.22090101516	0.206930839692
a28	0.500258386917	0.0180605640044	0.055885596892	0.17409740656	0.251698072212
a20	0.235613440056	0.153983461548	0.0598740772282	0.282757038316	0.267771961494
a33	0.174023116653	0.18914990738	0.0838197210866	0.264889125246	0.288118129426
a8	0.0499269835366	0.248110410835	0.0986587314917	0.29773096998	0.30557291734
</S>	0.0901774468046	0.170765643096	0.116711118582	0.3089662344	0.3133795388
