 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.0483149164212	0.409783202356	0.142319913765	0.0170591113797	0.15703658469	0.212677709653	0.0128085879557
a46	0.0033654561204	0.327684725674	0.046367386042	0.198505962516	0.00661199786568	0.382960737027	0.03450376079
a35	0.00357926198706	0.371330148196	0.0065393243362	0.200783005758	0.00349084006222	0.394858250371	0.0194191924236
a3	0.00801528883956	0.387289385125	0.00771752307326	0.194992948633	0.00325713262913	0.389614257545	0.00911348318739
a31	0.0454304218046	0.344447113925	0.00627000521272	0.193076634462	0.0131907782074	0.376774221022	0.0208108253773
a18	0.0108179091729	0.367117167971	0.00127337225718	0.19590482509	0.02401941569	0.399549890404	0.00131743272643
a31	0.145801734491	0.120690730959	0.037719500124	0.108146207291	0.16106564212	0.42063642702	0.00593975113977
a46	0.0278476488305	0.236327098121	0.000993810999868	0.197427535222	0.117842979424	0.418242700383	0.00131822982716
a31	0.0900656192316	0.0108818840748	0.00518206079199	0.125605629584	0.187368142807	0.574324019203	0.006572674412
a46	0.00190702501117	0.203430728688	0.00152567800946	0.199676401309	0.0933629743105	0.488135298101	0.0119619542815
a31	0.0353297656357	0.0344665608196	0.0253211919727	0.212226087666	0.091755288805	0.587271016	0.013630108214
a17	0.00145565826046	0.199709373078	0.00100313934781	0.200477445812	0.140217534211	0.422312278732	0.0348245277996
a20	0.0282382254004	0.0289300125216	0.0438729892235	0.369899291437	0.0692197281195	0.4427282322	0.017111547118
a31	0.00838758580621	0.0322637579807	0.0295671553448	0.302132023717	0.0521747189568	0.5499612554	0.0255135102
a7	0.0201873883022	0.166555518463	0.00374978754948	0.189273605147	0.118924978034	0.3613329088	0.139975817434
a39	0.0491320066096	0.0358271124573	0.0570306764145	0.280181319112	0.0629558790591	0.4373732306	0.077499786598
a31	0.00515059369052	0.00845520553617	0.0215280044642	0.256605647288	0.102668549346	0.474389398	0.13120261354
</S>	0.013042870497	0.011381846333	0.00328830125782	0.0640870698834	0.128941167081	0.492726626	0.28653212657
