 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.0511748879123	0.0477888131019	0.103558847242	0.00703721934917	0.228660813653	0.148705524456	0.118027906264	0.26161109362	0.02939250484	0.00404236353316
a20	0.0219492611501	0.053866131168	0.198122146749	0.0019959944568	0.120815461511	0.11391002559	0.0396769852226	0.051704154452	0.374692342627	0.0232675133048
a31	0.0648820783718	0.176685414578	0.273173950213	0.00612565269902	0.0124575085108	0.10767936548	0.112334308567	0.0138672913036	0.212581449474	0.0202130042476
a21	0.0746576576387	0.104820199274	0.20240221752	1.48707045314e-05	0.0411956416484	0.0858726312404	0.103937685141	0.027048631808	0.35149644556	0.00855399974329
a31	0.145234726492	0.097722062213	0.214755408284	0.00113362443569	0.0415627478854	0.121026744868	0.117011009022	0.006337565604	0.19501532926	0.0602007790749
a13	0.150337873542	0.0232538552083	0.215043559945	0.00164968735037	0.142313424989	0.0295873337556	0.104401405201	0.00542231882	0.26307934094	0.0649112094475
a31	0.122344334215	0.037375257344	0.063981993978	0.00602089642788	0.0480268149801	0.129492772421	0.259955372352	0.02377968318	0.234884511972	0.0741383699394
a6	0.0393596109018	0.00292075486395	0.199599084925	0.000446199179517	0.177979654403	0.00944615334646	0.012923741456	0.024030602748	0.4769949196	0.0562992751936
a46	0.0126714297169	0.0233613148334	0.0382814683761	0.00290670663395	0.259999104787	0.124396150474	0.09610082985	0.056773544684	0.24978468728	0.135724739551
a31	0.00816652754421	0.0124829101868	0.03745413271	0.00303325224193	0.355445928426	0.0683684669804	0.046096888166	0.041188687098	0.32369432016	0.10406887686
a46	0.0267231608506	0.00573975195518	0.184594098491	0.00123783267723	0.267196596793	0.0107957737424	0.0206699476907	0.0224209665274	0.270155307695	0.190466562536
a11	0.0161411868641	0.0303310717132	0.0523471970612	0.00809221176337	0.258582807367	0.0631803381452	0.061452789552	0.078401495216	0.1819088534	0.24956206568
a37	0.0445215072883	0.157036420843	0.0272448112328	0.0100762553444	0.227787412486	0.0419187994417	0.0290498970998	0.0436877008659	0.21591651034	0.202760694332
a18	0.0333219316309	0.106982762055	0.0311864537382	0.00420036832649	0.230299047452	0.0469875865236	0.0558848274462	0.0481802310154	0.12020091746	0.322755874292
a46	0.0210577750518	0.136051601388	0.0326308212646	0.00525798093674	0.247585206708	0.0269618059705	0.03286024762	0.0575067558354	0.1406603853	0.29942740458
a31	0.0233689555746	0.0746825895636	0.0598217267902	0.0115779171818	0.210914247391	0.0563185515343	0.04373232475	0.0627579139589	0.16420792788	0.29261779784
a20	0.0589003909779	0.100715772407	0.0256732067318	0.0019057926277	0.233728571756	0.037457011249	0.00759207547195	0.0127101091871	0.2163612725	0.304955769
a35	0.0638937582167	0.106151717434	0.0318242221543	0.0168055458812	0.0916975055964	0.0683540707935	0.087056388106	0.0810339929135	0.08338812812	0.36979466272
a6	0.0293073110818	0.164050847976	0.0266176127601	0.0466740802067	0.0632351617062	0.0826310804942	0.049322859354	0.0467115759308	0.1194744374	0.3719750468
a13	0.034088567138	0.130704780409	0.0237928893091	0.0236052483235	0.101054971598	0.0544371427452	0.05331504222	0.0586003887079	0.1845654458	0.3358355044
a28	0.0235493759459	0.180383875015	0.00909684773854	0.00435412795772	0.0601209404782	0.011287913856	0.03638248322	0.114722980154	0.2248208722	0.3352805585
a31	0.0366688405296	0.174197283675	0.0116727525588	0.0119638789989	0.035598602227	0.0122149907368	0.024885614892	0.072808128904	0.233497625832	0.38649229116
a10	0.0493191967852	0.158410157176	0.0108068075419	0.00454448663438	0.048123371779	0.0686279890898	0.005244091386	0.00893803614566	0.19776205728	0.448223800686
a24	0.0619882535263	0.149860752292	0.0351460079477	0.0347303568563	0.042798659705	0.00415725207097	0.0274540025812	0.0617628040985	0.14588127334	0.436220626
a31	0.0187655321404	0.188889981711	0.00420408981919	0.00480986051608	0.0363935967218	0.0022578510076	0.0196580105714	0.0733791701582	0.190796186076	0.460845686046
</S>	0.0408131152825	0.161638252041	0.00342942075348	0.00308880442531	0.0181673854468	0.0452585523299	0.00315978744348	0.00646150357514	0.1903303045	0.527652895478
