 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.0723647260311	0.308427868975	0.0516885805136	0.134875394415	0.01419120866	0.115072001982	0.163543830488	0.139836360856
a31	0.0341012530928	0.15307876276	0.06887944808	0.04122694426	0.266826809063	0.218887179213	0.20749574353	0.00950386020944
a20	0.0569373199938	0.16742126408	0.109201983841	0.0501664826104	0.205197866165	0.196669339314	0.196003279659	0.0184024732366
a31	0.0900015079535	0.192029019671	0.210661976594	0.136221409617	0.0640416918181	0.129892728866	0.16295273505	0.0141988962561
a37	0.0851766846752	0.170349484233	0.155869590826	0.0339693443461	0.162270078872	0.190484924968	0.182931501632	0.0189484062438
a14	0.22777361392	0.0639110197943	0.19582221964	0.027349855004	0.12733465993	0.147643129228	0.190455784349	0.0197097210763
a10	0.236753443894	0.0403361843174	0.186962626222	0.0210419563474	0.127404911549	0.168047272751	0.19924009925	0.0202135307956
a31	0.19921140531	0.041812243212	0.191884455344	0.0576463070446	0.07734045584	0.195986676352	0.20653198614	0.0295864515349
a37	0.18491214856	0.0452453039012	0.190467287886	0.0301075166646	0.0331036659793	0.147541816834	0.337725487731	0.0308967699242
a10	0.051347856402	0.0902005283944	0.0918843554949	0.111902195893	0.04823037586	0.24334803382	0.23744005148	0.12564662284
a14	0.067285343154	0.0861230982055	0.147116416802	0.0435872370722	0.030331867092	0.14312417838	0.34066502678	0.141766817426
a0	0.05414990466	0.127977243549	0.13450412966	0.0267414396844	0.01862206324	0.08396225402	0.37550931066	0.178533669236
a20	0.038576757008	0.148493688721	0.1138731096	0.0317994549413	0.02726383647	0.0523200724	0.3585192446	0.22915383011
a33	0.022416416876	0.180529500829	0.10382862028	0.0275538359774	0.0224473032878	0.05141448848	0.3159785799	0.27583122658
a20	0.039647319156	0.17131561037	0.09095549705	0.0309920113536	0.023743743905	0.04121775773	0.26491537964	0.3372126648
a31	0.154029079586	0.21784262349	0.082415891398	0.028347310197	0.0209155706002	0.038236763856	0.161745540732	0.29646724852
a0	0.0860802088	0.14185609224	0.0493624258	0.168462020826	0.0511971957973	0.02560837534	0.1342064433	0.34322722198
a41	0.230611689613	0.175934914319	0.060774215056	0.017512582106	0.0114563259946	0.016765494143	0.2172526736	0.26969211408
a31	0.142528622327	0.197429256685	0.0252862185688	0.0155635535142	0.0116270801444	0.00786203377	0.2832370006	0.3164662634
a37	0.109390867788	0.170467082194	0.083747593772	0.0678610417055	0.0297442631952	0.01342262028	0.16753858552	0.3578279138
a31	0.183463764905	0.168421356063	0.0273485763704	0.0170402018267	0.0115054240678	0.0098559863108	0.2539133728	0.328451284
a18	0.150257704068	0.10357335793	0.0600875798414	0.0250379118623	0.0105914081413	0.007139322312	0.1952993225	0.44801338846
a8	0.124264195614	0.14935885382	0.0228419614531	0.0149563193566	0.0118316320762	0.0151730638023	0.2953585798	0.3662153992
a20	0.0543689326655	0.177761654468	0.0222698836393	0.01074922276	0.00870665564312	0.0111584322494	0.3389218372	0.3760634054
</S>	0.0333606261418	0.141842846474	0.0107153290693	0.0145841058372	0.0141586196087	0.0137393529	0.3343522036	0.4372469326
