 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.0477213977565	0.328602854399	0.0149255050604	0.00386576881581	0.206944416563	0.00673359400094	0.00205945358853	0.0005126671907	0.000199495456748	0.00256827260726	0.0348248762114	0.347440933744	0.00360077311713
a28	0.025698040346	0.231086496643	0.100346287061	0.0862551894228	0.0131492841676	0.0364261753667	0.00025022320474	0.0102979087559	0.189037365632	0.076349337538	0.000380763702286	0.22256342689	0.00815950285483
a15	0.0374143269055	0.352655290267	0.012106089472	0.0035365201086	0.0075208950604	0.0280015269527	0.002403156019	0.0194046165831	0.249679687913	0.0587653015925	0.00099270932792	0.225310031308	0.00220986762336
a31	0.0791756988279	0.211082436343	0.0393705341651	0.0313765130693	0.0140242495047	0.104407697476	0.000882785161	0.104959397219	0.102213370287	0.044528807294	0.000576767232074	0.264691461776	0.00271028579737
a20	0.0430995487053	0.254826251355	0.00599570459676	0.0226510248063	0.0180630172043	0.0846236883561	0.0153464616209	0.122536868916	0.00897271502859	0.00094250305386	0.0208026565429	0.401524934443	0.000614621327638
a31	0.171698021938	0.0795553752059	0.0549552173573	0.0246945610232	0.0296617678025	0.121720491009	0.00175651744816	0.114760983842	0.0731414702688	0.0404177104464	0.000106443300921	0.278395387789	0.00913609039848
a35	0.164927216293	0.229706465368	0.00164792331654	0.00365129408955	0.00434413359117	0.0173547754049	0.0003944898155	0.00700060809931	0.172322954907	0.000815554599903	0.00204168274542	0.395564754454	0.000228180628159
a8	0.201891830354	0.0326408550081	0.0420637288791	0.0250655530956	0.0590415815885	0.0800664302279	0.0771768364911	0.0725241394202	0.065273173186	0.129097246721	0.000327848359414	0.195137864247	0.019692866676
a31	0.145830426654	0.0425594646229	0.0372348825344	0.00681828102187	0.0124421089986	0.0440113862299	0.12612974128	0.0069919724859	0.0773266256034	0.186071192599	0.00818176730867	0.293524841702	0.0128773145339
a29	0.0302946000842	0.234221377292	0.101923323562	0.00804973965894	0.00460904390812	0.00470209391177	0.0193774468672	0.00193498723906	0.0845423026789	0.117414112538	0.00344809828106	0.385855506126	0.00362736702658
a41	0.136498491554	0.0267460605978	0.051908377666	0.0647028098256	0.0698593265634	0.0568652407361	0.0819548987587	0.0251046266702	0.0456070223159	0.145712756002	0.0050042430506	0.24146528332	0.0485708317142
a37	0.101514077146	0.040164911421	0.0726695506686	0.0316177905794	0.0676964884153	0.0935117109182	0.0424156810517	0.0330982420717	0.058923064805	0.178837833481	0.0038837865014	0.21242623348	0.0632406551996
a24	0.0632623715244	0.111774732222	0.111882955324	0.0417160424085	0.0190613145611	0.0398852746447	0.0291071833148	0.0209286911712	0.0916092681011	0.242165015525	0.0013511208736	0.1523935917	0.074862434312
a28	0.104797465393	0.0629349659734	0.0749675082391	0.0588288804459	0.062435841185	0.0788530949926	0.0256305868611	0.022462698902	0.060023750882	0.193856002772	0.002344496144	0.1508455286	0.102019167448
a31	0.138935065598	0.076039762159	0.0639869951474	0.0444434729794	0.0415253510469	0.0463128999272	0.0606583761765	0.0612680346564	0.0418419777367	0.121612478932	0.0048775547408	0.2517110312	0.046787003892
a20	0.011257817136	0.0946446385781	0.0627717703059	0.0759238691568	0.103672927531	0.0476314722953	0.018064351145	0.0349581215027	0.0183259610387	0.182153426589	0.0029993734106	0.301335327834	0.0462609458
a24	0.156138713972	0.0487341880359	0.048790259611	0.0279720948305	0.0615099876853	0.0704189352476	0.0412395337453	0.0458840979434	0.0529973695515	0.10852724427	0.0098309470106	0.2709396598	0.057016972296
a31	0.0632447240406	0.0844088237309	0.113833557009	0.0468873521705	0.0462540463428	0.0313905912842	0.0219644428574	0.045017273473	0.04431698885	0.13151574547	0.008984142888	0.24499355696	0.117188754584
a13	0.0375706380132	0.208098492211	0.0532075112792	0.0745926459534	0.101964063332	0.048782056712	0.051619338704	0.0349784951388	0.0091578328471	0.0256094777422	0.00323473444446	0.2379533548	0.113231331306
a18	0.103812055896	0.0482351550253	0.0640230313646	0.0466287799354	0.0552418058607	0.0533240472864	0.0315447156029	0.0524635761234	0.0305071803506	0.0555343291224	0.0259569317633	0.3406330404	0.09209533378
a31	0.0342460213483	0.0380027851103	0.029275460487	0.0172426373746	0.0158117672919	0.0205087995424	0.0229298088376	0.0557158315429	0.0473583252487	0.131481262892	0.0350043913352	0.4342848068	0.11813816
a11	0.0269149388738	0.14775245478	0.0862045575728	0.0876654353798	0.113891008844	0.0476791152108	0.056705801698	0.02547274646	0.006769059562	0.008772820276	0.00299437585431	0.2201819316	0.1689957544
a31	0.0438363100148	0.0138152555039	0.0746156654858	0.0560654999078	0.0785319878963	0.0416296700346	0.027346522759	0.054469144634	0.0056115486522	0.047113848749	0.0512348793054	0.377297276	0.1284324098
a46	0.0155260503878	0.0580221005313	0.12925997845	0.0439942708105	0.05568162144	0.040075044866	0.094061769928	0.0377203788	0.006983477153	0.020491477618	0.0185980484464	0.24216275562	0.237423035266
a31	0.0225278126046	0.0123513134296	0.0296395030211	0.0171371245551	0.0325862755215	0.0723893925841	0.0363986478814	0.0282558342986	0.0224401093678	0.174432437829	0.0687956166885	0.275107027	0.20793891188
a8	0.00988499710099	0.0191192809949	0.157615214427	0.0259030347337	0.0232952923094	0.0520350644178	0.093134614	0.032893264094	0.0051892559876	0.0191341074864	0.0309779929834	0.25485637254	0.2759615168
</S>	0.0103945519592	0.009746756673	0.0276255214684	0.0168873171001	0.0238569804896	0.0675147587644	0.0352566068153	0.0236359058013	0.0254352554665	0.164040949371	0.0681955007933	0.309332718	0.2180771932
