 	il	morto	si	piange	</S>
a20	0.348879026351	0.248093534627	0.006224495052	0.394754127943	0.00204886235422
a31	0.0347234417343	0.323769987264	0.362619118796	0.27608178582	0.00280569506609
a18	0.00234351860459	0.170789143066	0.306699641482	0.5026176488	0.0175500523907
a15	0.226572484471	0.334405571209	0.166434418824	0.271872968007	0.000714566451814
a31	0.237638923994	0.16166968825	0.256369423697	0.344155619072	0.000166313960262
a15	0.20791173993	0.346892005391	0.208983878116	0.236138397098	7.40001375224e-05
a31	0.201219858247	0.162634177955	0.0316175963772	0.6041953078	0.00033301433714
a29	0.134990931784	0.450847405352	0.0204194618166	0.39228775688	0.00145446269316
a31	0.11056039619	0.0982864756107	0.0360905157372	0.747431008	0.00763160017708
a0	0.180525759606	0.300262568659	0.0657488288238	0.424726494	0.028736366885
a31	0.0915502382911	0.127936421322	0.092098961013	0.6771048434	0.0113095270646
a13	0.0578487335106	0.107576487468	0.126264837897	0.6328506068	0.0754593563196
a18	0.102854029772	0.159936534781	0.0888066883248	0.645075994	0.003326769094
a41	0.0589909111047	0.0789926278606	0.153148683306	0.6699863114	0.0388814677524
a31	0.0423065165582	0.0482711552311	0.237419621575	0.5947177602	0.077284913704
a18	0.024733514812	0.0993230437805	0.0672969386174	0.604259816	0.204386699007
a31	0.0338216310643	0.0378593114719	0.224380017503	0.6856065304	0.018332486088
a46	0.0702757658068	0.0377626246625	0.117934085961	0.576494412	0.197533096488
a31	0.0452105492719	0.0292925440476	0.217799930748	0.645899262	0.061797713948
a0	0.124041374747	0.0327038459908	0.112852514773	0.535218022	0.19518422058
a31	0.0458480823674	0.0191468075802	0.193436834608	0.6671716112	0.0743966573
</S>	0.140039289218	0.0168476491125	0.102107582199	0.536697836	0.204307621408
