 	Marika	tu	hai	mangiato	</S>
a8	0.0931333008462	0.56779989302	0.0945907619442	0.195384006036	0.0490920532609
a31	0.119099063588	0.47945484336	0.0647877630387	0.304290268979	0.0323680781718
a24	0.0874376950298	0.408361028896	0.0988687298292	0.39773591161	0.0075966571258
a31	0.0487135425428	0.579519242302	0.139977708875	0.217866738298	0.0139227640966
a28	0.174897799292	0.394185102966	0.0940818887848	0.32320120992	0.0136340116692
a31	0.23602824221	0.346387276066	0.080423274817	0.31868717058	0.018474058972
a3	0.171278695186	0.28580130338	0.133732121754	0.36175248218	0.047435427902
a18	0.250794427413	0.141094934024	0.040848814736	0.506600434	0.0606614107
a31	0.0726136631102	0.06698091582	0.025138233524	0.705363104	0.12990411274
a23	0.0387571624613	0.224235451134	0.165236179067	0.4160798962	0.155691295627
a31	0.0679092014994	0.0538070445316	0.117823315477	0.520071636	0.2403887862
a20	0.125108372132	0.110000648848	0.1856721159	0.3033600404	0.2758588124
</S>	0.115553338667	0.0494574780531	0.187386156953	0.3508641996	0.29673879294
