 	era	molto	stanco	</S>
a46	0.473645609382	0.324627476612	0.182412638288	0.0193143089897
a8	0.3517393994	0.206150998023	0.224251952516	0.217857692402
a37	0.4102230383	0.276133498856	0.200975774717	0.112667730937
a31	0.38224716464	0.207464038548	0.211623745559	0.198665036069
a0	0.432344501138	0.178665249517	0.23518540688	0.153804849303
a20	0.512208555972	0.074534795348	0.08851259666	0.324744047962
a31	0.256145557741	0.16481545389	0.1535550088	0.42548399006
a39	0.423688912476	0.185243224728	0.348089282194	0.0429785697703
a41	0.219798731142	0.191120524798	0.1734631324	0.4156176248
a31	0.104133022091	0.192293546418	0.278794984	0.4247784604
a28	0.31815950285	0.228459672437	0.362899044361	0.0904817952
a11	0.19880553954	0.0789116282972	0.1742384706	0.5480443606
a20	0.183200128694	0.051312219061	0.20192681	0.5635608266
a31	0.0334727720009	0.140286074883	0.3266883776	0.49955278
a11	0.199434212182	0.0974655499502	0.12221357358	0.58088668946
</S>	0.0202926472891	0.103249440541	0.38846717026	0.48799070754
