 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.192598085996	0.182429169672	0.0148420115121	0.0067583647644	0.0072515144886	0.585554304074	0.0105665400419
a31	0.107837604507	0.027072164904	0.09589907196	0.006983346466	0.313924270917	0.414105693748	0.0341778874404
a6	0.00827373845641	0.0291572507929	0.196738131475	0.120467704246	0.252178972316	0.390188759434	0.00299542688575
a31	0.219669063754	0.0577242183153	0.005631968193	0.194806620603	0.1272394321	0.393236742048	0.00169191625255
a37	0.190465481963	0.0269342654739	0.0240105721691	0.172341387449	0.320490393206	0.264513371663	0.00124452072409
a31	0.309353577768	0.0234397232977	0.00564969644978	0.159861984259	0.264399185512	0.236617780012	0.000678080425855
a17	0.244989341007	0.0833668126113	0.0024495649229	0.083716858635	0.300651687862	0.283746140801	0.00107957008807
a31	0.221303912325	0.0092700404547	0.00598577707516	0.0533305767607	0.357239486012	0.350902574003	0.00196762992744
a17	0.234169170001	0.0272287612629	0.00486504525275	0.0948758074944	0.171470854855	0.459100110122	0.00829023409763
a31	0.208187088224	0.0131078977174	0.0167427658647	0.0341144408109	0.191151405651	0.529842049945	0.00685437018198
a8	0.185385216201	0.0193597664435	0.0171332390089	0.0869335828561	0.181750749942	0.502807865343	0.0066295407936
a31	0.151121029709	0.0445476151912	0.08693625452	0.0308852770234	0.094751656658	0.57380733484	0.01795087268
a28	0.0970812458018	0.171887607929	0.0450758409444	0.086261468794	0.127504250237	0.461685742817	0.0105038092796
a0	0.035864060164	0.171244406617	0.239635853732	0.0205813384282	0.078284732087	0.416361318327	0.03802833536
a41	0.0707081857432	0.147794762864	0.165714522581	0.0343712474355	0.0979476964206	0.463330654488	0.02013287998
a39	0.0812759054107	0.106009105693	0.130688322782	0.0299981135584	0.142737064351	0.461777104995	0.04751436524
a31	0.098420349296	0.0810398772972	0.118087040984	0.0581976239574	0.0739118315322	0.484442184348	0.0859010822
a39	0.0906403200257	0.17794818709	0.00703842109258	0.135566928975	0.0370134123945	0.405480514864	0.14631220408
a31	0.0931301146981	0.0940137719264	0.138970927004	0.0459135498292	0.0952602549214	0.40299964278	0.12971174168
a18	0.0496350859629	0.164539931964	0.0128300340899	0.179311433823	0.0248338951288	0.42697711207	0.14187249328
a31	0.0620520718255	0.0946183054086	0.150230798299	0.0446504495642	0.0986709824995	0.334413401712	0.21536399712
a18	0.0515938149693	0.151899514777	0.0320795622076	0.172405150874	0.0196361622768	0.40852629904	0.16385947862
a31	0.0516387261451	0.0985734557456	0.136860771152	0.0427496833574	0.107450971684	0.30316161232	0.25956479492
a39	0.0616159626211	0.139961492138	0.0458320029792	0.155995733523	0.0164947725185	0.3939555882	0.1861444256
a41	0.0494943728638	0.110282520378	0.100587945528	0.0363354778537	0.128556076883	0.296370831	0.2783727304
a8	0.0330424864131	0.163039530389	0.128111338671	0.0969776278521	0.0453090898209	0.25696442786	0.2765554966
a31	0.0223068730676	0.123858249202	0.121629679698	0.0852790629401	0.0536115370033	0.211493745	0.381820854
a46	0.0722640195754	0.086346308053	0.0543566936267	0.169862904652	0.0182760197492	0.35100815202	0.24788592108
a8	0.0517958844391	0.13012723611	0.129926016312	0.0515460745748	0.109064949657	0.158045956	0.36949387248
</S>	0.0147117940168	0.141246918049	0.0774227352335	0.116650549249	0.0830203692442	0.21006176052	0.35688587
