 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.0428569386689	0.338452875511	0.0126001176477	0.00240710508075	0.0051070116788	0.208975226341	0.377550419385	0.0120502958259
a20	0.048559335756	0.254429256684	0.03559298058	0.0106149912833	0.0820291327614	0.197526282372	0.33506294231	0.0361851166963
a8	0.117223277402	0.265714758072	0.02867071706	0.00485279916349	0.0273900691114	0.191994763151	0.326673728787	0.0374799185039
a20	0.0443664633817	0.231102968479	0.04654229518	0.00897157260594	0.093251648736	0.186845279847	0.370290522663	0.0186292206963
a31	0.238079966438	0.204720493843	0.011172766688	0.00081562150752	0.02842177405	0.12529682696	0.375498102993	0.0159944560691
a28	0.200781969802	0.248772815745	0.0658065988289	0.00045763681448	0.0314211083848	0.0555229498364	0.387825972004	0.00941096409391
a31	0.242285751274	0.132449449511	0.105829173228	0.0006852175544	0.038187859683	0.0943360365246	0.371732623366	0.0144938851595
a18	0.13752286577	0.250943067933	0.0931043624842	0.00020019260685	0.0722095330756	0.049093801962	0.393254863464	0.00367132633086
a31	0.219022821469	0.0852728882043	0.0541348894397	0.0235389115928	0.0950642997834	0.137319337036	0.380422835461	0.00522398455891
a3	0.0571039438408	0.140338857266	0.0947286510279	0.00176856582843	0.191381674835	0.096878041987	0.398605475732	0.0191947946361
a31	0.157495461599	0.170822390994	0.0658639769795	0.0124125622965	0.058327600205	0.125920259702	0.402639704034	0.006518073898
a18	0.0377146878528	0.120827940498	0.0979263564312	0.00514994995027	0.24556476174	0.058620836309	0.402191084565	0.0320044102768
a31	0.0925746428027	0.158976103052	0.0474663946336	0.0418459491006	0.0933882358213	0.110353618246	0.4354927377	0.0199023209
a17	0.0418310116724	0.127090315747	0.0657065601877	0.0105556041567	0.201279450685	0.0819702680835	0.3749237041	0.0966431155488
a20	0.122658450388	0.16291902468	0.0373487013234	0.0393395793594	0.115625885536	0.0634086529659	0.4240251272	0.0346745884
a31	0.0533570043118	0.172707290796	0.0445461180901	0.0452447342265	0.152171429881	0.0488096266329	0.45976664106	0.02339715864
a20	0.0272386314818	0.0996437279295	0.0970510604239	0.0175624003972	0.0758696464496	0.0829416230872	0.3439984759	0.255694440922
a31	0.105249433812	0.146520449757	0.0397565029846	0.0610556961246	0.0764407129932	0.0944587640955	0.3941351366	0.0823833092
a20	0.0462435352272	0.114068294606	0.0369429466646	0.0206224856609	0.039655034049	0.0659393133385	0.36798236706	0.30854603592
a46	0.142577768281	0.141913072604	0.0263341061968	0.031798556484	0.0349236934992	0.120067220012	0.3827837686	0.11960180301
a31	0.0542883464913	0.110061667384	0.0413032856308	0.0547449983029	0.0582130814138	0.114593304324	0.384931862	0.1818634498
a46	0.0234986110964	0.0966345222736	0.0270054289107	0.0121356537513	0.028462699518	0.038734473594	0.41912962556	0.3543989786
a8	0.076576370108	0.0883642017967	0.0389792630349	0.0543966865358	0.0306907230347	0.124263231076	0.357382364	0.2293471874
a39	0.0344692043183	0.165129691035	0.0417283499953	0.0475491943294	0.0467411431167	0.0836329261704	0.336229778	0.2445197128
a31	0.0570985574403	0.132642699481	0.0298546196431	0.0271353952458	0.0348252249948	0.0831206507763	0.4098981074	0.2254247232
</S>	0.0065056808382	0.0176773162265	0.0037633471032	0.0067815167617	0.0133655443154	0.0192954261123	0.451254605	0.48135660034
