 	sono	stato	sempre	poveretti	</S>
a20	0.0300720487769	0.5703726794	0.00745905958972	0.191820482476	0.200275742291
a4	0.0049037993316	0.388021847464	0.03337312536	0.402481392615	0.171219869859
a31	0.00385069452632	0.200244653668	0.202187271191	0.386391370539	0.207326026881
a38	0.00177651773813	0.196249182656	0.203927465724	0.387184127686	0.210862706485
a31	0.009570858571	0.209968128192	0.224745484917	0.352379790652	0.203335770824
a7	0.0010066149311	0.200090028813	0.20158030334	0.397080437005	0.200242603704
a31	0.00635569489057	0.219021017903	0.328342870686	0.246291174944	0.199989285346
a21	0.000155869705826	0.202641076846	0.199159035066	0.390137640977	0.207906369914
a20	0.0631587141302	0.215515322968	0.305743008386	0.212895414743	0.202687526518
a8	0.061275780852	0.215127958062	0.286740460536	0.225110540215	0.211745260924
a31	0.0435283327274	0.244453774885	0.1126923713	0.375479773184	0.223845776334
a33	0.00168579832726	0.200273052185	0.201136623404	0.389695695753	0.207208789588
a20	0.0793669354132	0.19776904563	0.16148056354	0.358234739668	0.203148731114
a31	0.0378613816789	0.193709513865	0.0909958047	0.456996030648	0.22043728576
a7	0.00273358383871	0.197254016798	0.20703898144	0.368613588308	0.224359834352
a31	0.0736277241174	0.0878128203302	0.20952090999	0.421166704502	0.207871881825
a11	0.00451104691427	0.347948700983	0.02750919306	0.315537372434	0.304493696334
a31	0.112163811769	0.039870350377	0.160451245854	0.46854363945	0.218970938804
a13	0.00960416023737	0.235559531755	0.0782040866	0.3457611106	0.33087109862
a18	0.103719426246	0.0368218197781	0.148934171442	0.45906821814	0.2514563746
a31	0.051227926597	0.0360080610563	0.08902820808	0.56131558144	0.26242022
</S>	0.0119770108994	0.0749614092899	0.02260827254	0.461448002274	0.4290052864
