 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.00762558867482	0.146428678279	0.23740718375	0.0164558595246	0.043873019788	0.054122545663	0.22833625097	0.234106377302	0.0316445162426
a31	0.0163301054117	0.0605952302112	0.199069493177	0.04055878108	0.1557425345	0.108542504338	0.02955143802	0.342844611445	0.0467653260524
a20	0.0133176819225	0.0715991683896	0.313949417091	0.00148801074289	0.00343796470495	0.18384819894	0.266529542677	0.111126785865	0.0347032278732
a29	0.00349591196922	0.00750086227216	0.38846086258	0.0014750219442	0.00910844232	0.387156640149	0.00144370667498	0.187228277072	0.0141302644218
a37	0.0496245135722	0.0445854074395	0.396694792547	0.0017876128568	0.004067699766	0.241545247336	0.0114065319041	0.238559930979	0.0117282693606
a8	0.012425696902	0.03035720696	0.361612956794	0.0146575148583	0.0395143871244	0.130435791374	0.0196659360096	0.376209191364	0.0151213202722
a20	0.010055024	0.0270813435061	0.359563499204	0.0335700897476	0.05115620965	0.0801703577666	0.00938061859298	0.4131690404	0.015853781063
a31	0.070403114232	0.054672605212	0.31685056334	0.0534280050317	0.0434783265348	0.0683111047853	0.0034369008714	0.368749834335	0.0206695557009
a29	0.0420741733967	0.0555666628072	0.376043226959	0.0296119712736	0.0301832509287	0.0578236175278	0.008409662883	0.395957596642	0.00432985342403
a37	0.068662946167	0.0220867211368	0.290612225846	0.0592848640606	0.0668728097014	0.0807027196492	0.0161988356126	0.364421519531	0.0311574228733
a29	0.028528452972	0.0517716980614	0.30010421212	0.0439039095675	0.051807900117	0.031523127191	0.073022664761	0.38783337296	0.0315046819207
a31	0.029366184526	0.15209118295	0.23576077404	0.0457773432155	0.03677797413	0.0347432123896	0.053440256661	0.373032505978	0.039010560397
a20	0.0027560729334	0.0779759121293	0.312279878891	0.0791548794779	0.081047742394	0.00987690363076	0.00892150634494	0.393648776817	0.0343383446083
a31	0.08528926394	0.195038554925	0.073430265712	0.0434459347715	0.03331698761	0.0574280555233	0.0708573144502	0.408047704228	0.0331458889207
a37	0.000839524390042	0.103315439297	0.282072234273	0.0857661748346	0.0837442694414	0.0137180933578	0.0154478314809	0.363203777049	0.0518926335769
a46	0.059220907839	0.307582210993	0.0196605082862	0.0539558547197	0.0314560535029	0.0525800537065	0.0609245680641	0.370625216379	0.043994624424
a31	0.023812895057	0.291385702382	0.071932401543	0.0470807618068	0.0277730996253	0.0223234761952	0.0685806377492	0.373918331686	0.073192665532
a0	0.00335981258842	0.153064633988	0.232332031118	0.0945662558337	0.0983239386138	0.00884425913255	0.0138902414465	0.284868281274	0.110750575003
a31	0.0457436511005	0.264150410713	0.0286308746482	0.0849074065236	0.0564499683618	0.0179704338626	0.0371034316645	0.40964294051	0.05540090324
a1	0.0217617997782	0.158937740031	0.224229213575	0.0602825130699	0.067329163724	0.0082949889172	0.0296971587342	0.24699847014	0.1824689712
a13	0.0510279547413	0.230935780665	0.0226769569002	0.064454681486	0.0342224062608	0.0251031694843	0.0440018755222	0.4088976466	0.1186795542
a39	0.037159403615	0.383676434658	0.0288524618731	0.0468273125988	0.024797282972	0.0103902367377	0.0553648566172	0.32691936616	0.08601265734
a18	0.0481086890733	0.231594062143	0.0750902385904	0.054223113474	0.0223763786845	0.0595365129678	0.0699139976683	0.306598069	0.1325589535
a8	0.0335922814788	0.272649014564	0.0874248678146	0.0328903085754	0.014683022027	0.0392548122149	0.0615620983082	0.27047577612	0.18746782594
a28	0.0172114955986	0.1896633945	0.180905773511	0.0352362621103	0.0230717514859	0.0176671356712	0.0400270392211	0.263033144546	0.233184044
a31	0.0755563721499	0.221571142301	0.079161584037	0.0524237998467	0.0238087710689	0.033701333843	0.034224159597	0.2982161284	0.181336719
a8	0.0323452269655	0.154418949083	0.223173108198	0.0212959188444	0.0264395722515	0.003891439856	0.00837453424746	0.238653635607	0.291407608506
a37	0.0463524410535	0.119546714382	0.113506754409	0.0684427567903	0.0352815494681	0.106201618254	0.0542053263078	0.2306654956	0.2257973462
a31	0.12222921345	0.136998742312	0.127781635497	0.0465522336761	0.0272841032705	0.018416959623	0.0207913530566	0.2758911934	0.2240545992
a21	0.0126214488047	0.183305340344	0.240196760851	0.0325767326033	0.0463703128601	0.004138790896	0.00965276875529	0.228908930932	0.24222885874
a31	0.0383556926584	0.136460616115	0.0518136705388	0.059486284121	0.0378048937614	0.162591525458	0.0327270083104	0.2671411526	0.2136191639
a20	0.0967025559209	0.105418437953	0.1842455704	0.0103150966924	0.0189785945638	0.004910592208	0.0084589945654	0.236855306274	0.3341148834
</S>	0.0462629299446	0.115282298885	0.0385731599934	0.0450909158715	0.0198682765204	0.162912614113	0.0433521525634	0.2645362956	0.2641213566
