 	perché	aveva	lavorato	molto	</S>
a46	0.403239055583	0.195887769457	0.200417398935	0.198596892911	0.0018588836733
a31	0.5146533322	0.0044580270534	0.392587642714	0.0685922265888	0.01970877508
a17	0.564442885691	0.137436203036	0.285635170847	0.00852557123451	0.003960165527
a31	0.63096490926	0.0159930129105	0.211425390172	0.132443148178	0.00917353980985
a37	0.460231608989	0.12713123349	0.390960861749	0.0117306665706	0.00994569070561
a31	0.400544176251	0.015202343251	0.296126725204	0.258686846392	0.0294399143852
a18	0.4903708998	0.068465709486	0.233347959851	0.19916329122	0.00865214363818
a10	0.19882877152	0.0102047214643	0.142146600904	0.609877345587	0.03894253482
a31	0.203107918839	0.00530183824298	0.22815056798	0.524695724899	0.038743935034
a46	0.206899628986	0.00612157804368	0.22087924117	0.324757939145	0.241341613492
a20	0.217721437229	0.00859494929206	0.1199407624	0.5586250506	0.09511782294
a11	0.235770272535	0.00998579830789	0.12498942144	0.54944719281	0.07980729448
a18	0.220061243142	0.00422554809478	0.103683766654	0.52677442456	0.145255011938
a31	0.202001252672	0.00458055293327	0.12866343848	0.4974698976	0.1672848346
a0	0.202131628757	0.000439267012805	0.0680376032844	0.346644776641	0.38274675886
a31	0.192550451797	0.0115715260692	0.2295618548	0.5156606348	0.05065554656
a8	0.21011782699	0.00052937770251	0.056145259258	0.321568658075	0.41163888512
a31	0.090211084148	0.0370287702772	0.2155920998	0.553280248	0.1038878012
a7	0.19769044143	0.000629066176062	0.097916442732	0.2706907016	0.4330733496
a31	0.054222004839	0.0375803590739	0.261302171892	0.530954418	0.1159410078
</S>	0.17807778483	0.000524820208012	0.111670336612	0.2412649532	0.4684621114
