 	è	che	è	entrato	da	qui	</S>
a31	0.0855851917655	0.0413398553494	0.0072950586568	0.112443201512	0.19787423878	0.486378623978	0.0690838205253
a7	0.248119610294	0.0561956202071	0.0042898566101	0.0246368413856	0.241086563849	0.423990605151	0.00168092963947
a18	0.290228178905	0.26742819749	0.00393294338418	0.0016752513652	0.0117596340183	0.399570477412	0.0254053463454
a31	0.223177175992	0.231213125397	0.0206683750948	0.005479353876	0.00986326659456	0.44558569058	0.0640130008702
a46	0.174150200391	0.0197285309067	0.00103357775856	0.020534080972	0.027089687064	0.624782832	0.132681079227
a31	0.172858495917	0.04309986676	0.0593040963	0.016168139466	0.02186977734	0.550243063	0.136456574278
a39	0.148397254184	0.116604671214	0.0291620777268	0.0382568391012	0.041089174246	0.548774522	0.077715512786
a28	0.129217600336	0.0576666508569	0.133281046142	0.0287772856078	0.0365936162362	0.5959957498	0.01846803172
a31	0.0867757880461	0.148437412419	0.0738564949418	0.0231720379595	0.031187017311	0.618098262588	0.0184729907
</S>	0.0236487209842	0.129904703469	0.0536286258525	0.0133894517034	0.029132598379	0.4955782524	0.25471762116
