 	da	da	un	famoso	poeta	</S>
a31	0.0880616573764	0.164470891887	0.27661186464	0.295343778203	0.169503087812	0.00600872039893
a37	0.105022876512	0.105158237437	0.239384942822	0.3623801604	0.187386617553	0.00066715788032
a31	0.0585318780937	0.145384874074	0.3020722238	0.32542198338	0.16811942529	0.00046959224168
a28	0.0236083011374	0.0847397647018	0.211798595943	0.4351173366	0.2420959112	0.00264008084104
a31	0.219667816221	0.0868838548469	0.26240634614	0.20661162161	0.223616083166	0.00081427266932
a20	0.261082603843	0.0712663729516	0.202217581242	0.17909382178	0.284562963573	0.00177667879693
a13	0.295616755038	0.0227389131526	0.095249331518	0.35758882766	0.22834253454	0.0004636624572
a39	0.199485643979	0.026018575548	0.160502462728	0.272491596812	0.339199489	0.00230223386
a31	0.0674078112643	0.0204970648867	0.10896011039	0.143003292404	0.644268203	0.01586346974
a35	0.116046004174	0.00872839493747	0.120380915514	0.26997318324	0.370567168	0.11430430328
a31	0.0261855465175	0.0341170072227	0.0752080120174	0.14574629614	0.701632128	0.0171110005
a17	0.0249083099947	0.0333350854209	0.0513152277279	0.187033892	0.475056614	0.22835084782
a31	0.0217170508741	0.0439326905926	0.0316884514312	0.12157086564	0.722608444	0.05848250022
</S>	0.00444312542863	0.013522789018	0.017231006886	0.0971013882	0.4963324444	0.3713692511
