 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
a20	0.198435802539	0.170652161198	0.0052877184616	0.0100360297113	0.0163674856325	0.154888799679	0.0514571254286	0.037326586687	0.274831911875	0.0614603473472	0.0192560329421
a31	0.432994302652	0.0979211989832	0.0118375844162	0.005543463596	0.0880151512676	0.127159657799	0.100986249852	0.030010298067	0.0484523285402	0.0271784499141	0.0299012765924
a20	0.213817685697	0.00365300290617	0.0059161129197	0.122390197041	0.0361024268908	0.0471434706586	0.034397734141	0.063742415948	0.362095470744	0.0943699135	0.0163715987624
a17	0.332954897013	0.0477792363503	0.0436210944456	0.0235533359469	0.0749227890617	0.0346443286687	0.0982930718176	0.00696882359346	0.174891948893	0.0730713983953	0.0892990882459
a31	0.276469555759	0.0708279786918	0.0390010343254	0.00471927582518	0.0481525104009	0.010551583287	0.107684490658	0.0355773146345	0.243810725574	0.105197034747	0.0580084838022
a20	0.154045944069	0.0396271195584	0.0173811532495	0.0445815224341	0.155074204576	0.0079612430634	0.0799733952948	0.0438624252818	0.379134475032	0.0664912728039	0.0118672578145
a31	0.133800090203	0.105551651621	0.0542017486063	0.0059384249608	0.230214603713	0.0238337081278	0.0453562221693	0.061593221479	0.155380830156	0.0783360987161	0.105793445402
a13	0.143001544717	0.0464768206601	0.0161773054039	0.00209407498528	0.218116237075	0.004847938812	0.0548765900648	0.0534585140358	0.317513288551	0.108112253802	0.0353253986313
a10	0.0563629996028	0.0397550152894	0.158196029329	0.027700154802	0.14844984404	0.09109714678	0.04760223478	0.030883946152	0.179846217953	0.10282721692	0.117279186693
a1	0.1131119229	0.0399342311624	0.0891401204968	0.0219710225659	0.086946749766	0.077235861528	0.033265948652	0.0298004450249	0.212970239167	0.19387685244	0.101746605584
a35	0.1529898376	0.0532522211466	0.0868218880083	0.0226651149118	0.08688278255	0.02096005302	0.05675758893	0.0404515014955	0.115744962244	0.1537111542	0.209762919725
a3	0.1058042435	0.0806593997098	0.0607097516829	0.0190566659819	0.047958287646	0.01168191632	0.05162965472	0.0375824652326	0.12268782254	0.2549664012	0.207263420194
a8	0.14289252966	0.146243065503	0.110932959865	0.0113488590309	0.023426671232	0.009147584598	0.059222797	0.0411068916797	0.14201143619	0.126676526466	0.186990699822
a14	0.1769434834	0.0812495465523	0.0664701185545	0.0166413502754	0.02307368433	0.0108314170072	0.0484619051074	0.0345468606975	0.0591783837774	0.19647919018	0.286124046632
a31	0.1741720498	0.163714567047	0.068061568936	0.0128891668975	0.016132293998	0.009630424914	0.0571597905498	0.03738637055	0.143539478652	0.144597752322	0.172716556992
a10	0.10532561338	0.0901501628701	0.0503572438881	0.0502680425914	0.1841334292	0.03884837296	0.039997315726	0.0450634188773	0.042040466519	0.113246561178	0.240569399863
a14	0.180080159341	0.0848876185447	0.046614611855	0.0195678588792	0.046990973742	0.0441482093768	0.0470156089474	0.0272811121181	0.14607109704	0.1941684345	0.163174322599
a31	0.149103543241	0.0741313789579	0.0554403609058	0.0273630528699	0.0603017780308	0.062267315788	0.05358529787	0.0323981851382	0.12434804644	0.15934864936	0.201712420028
a17	0.116700162388	0.0954903791729	0.052562253739	0.047511408748	0.116555091672	0.0736935502	0.044807439162	0.0520035070486	0.0777096549528	0.094172461184	0.228794090248
a20	0.182745219239	0.102586538234	0.035404941605	0.0249716234062	0.0255798636578	0.045748315665	0.0576249313508	0.0325989804264	0.09493123788	0.2108468682	0.186961471562
a13	0.15890446694	0.175290654345	0.032643071289	0.0207806635228	0.01262161343	0.018856654386	0.0544518022588	0.0309494753944	0.077731925	0.192279293	0.22549038682
a31	0.15329425204	0.150604274659	0.0460499794417	0.0277362417256	0.015151613319	0.022831980762	0.0296840422	0.0228550227984	0.07590063086	0.217043967	0.238848022132
a24	0.06867633158	0.1539564173	0.110521021045	0.0333637975026	0.041409226486	0.04684808056	0.023329912392	0.028522780976	0.068419029056	0.126054684948	0.298898713791
a28	0.169651857596	0.12056913852	0.044565399312	0.0301769430884	0.0272245819766	0.036351946834	0.0324226206226	0.0219540321047	0.040230095	0.16839936154	0.308454037964
a37	0.138642994054	0.156702268172	0.0925225983012	0.0214804587714	0.0118401371924	0.028677513598	0.029227511376	0.028983606925	0.07816030986	0.155298634944	0.25846396206
a31	0.154131263008	0.1473664214	0.05448942949	0.0182633692936	0.014220879962	0.03206898705	0.045394758158	0.0363075734888	0.0864894438	0.18025432756	0.231013528816
</S>	0.0941112344	0.134111450583	0.125152256607	0.0140881558092	0.02997667197	0.05554395502	0.02466723498	0.0289042910536	0.08438937154	0.12630452996	0.282750833393
