 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.00961389138268	0.196858482342	0.201897858131	0.002029232013	0.182175327171	0.0394423015967	0.342130302289	0.0258526296383
a8	0.00970241646	0.187589309089	0.209577092338	0.004938549424	0.179900889823	0.0988671646903	0.275581219699	0.0338434123313
a31	0.075875091117	0.11384833983	0.230939267016	0.003627843436	0.279546326561	0.0172865681409	0.270008242853	0.00886829314994
a41	0.0231205605662	0.185893407328	0.169164785527	0.0246652766072	0.383496572521	0.012246109478	0.20056806103	0.000845165806651
a31	0.403273890029	0.0018678230243	0.0602549468457	0.12773393921	0.202811959415	0.00296600842397	0.187842919773	0.0132484970026
a0	0.32221800649	0.00379084412444	0.190835297208	0.0111683268094	0.252177787897	0.0116960820971	0.207456415462	0.000657212989925
a31	0.370230941486	0.00140354239771	0.00133788094233	0.196879593866	0.19981230536	0.00904825553345	0.187617031943	0.0336704493163
a39	0.364249128091	0.000455385469099	0.180926719259	0.0241729472658	0.111485146135	0.0314784215466	0.283661641456	0.00357059165848
a31	0.226391331523	0.00978743731394	0.046687332019	0.198887191176	0.0104452503045	0.0395130986783	0.41036868381	0.0579196954471
a10	0.184625684904	0.00325305349216	0.231921553658	0.0124134368046	0.0840773815906	0.0218126749219	0.434807728462	0.0270884838416
a20	0.218142998313	0.126661346969	0.0929752211468	0.0705080213664	0.00531976094767	0.027315721343	0.376732576093	0.0823443450892
a31	0.193186832291	0.0638688970275	0.0789231587625	0.0203069347048	0.0182895182941	0.0419953116824	0.501279853452	0.082149504453
a10	0.103984716485	0.029147725098	0.256000973884	0.0236228164818	0.0825522344544	0.0203724269652	0.3385860778	0.145733030793
a20	0.179981093642	0.166367082444	0.0892931085331	0.0466808662565	0.00919411509438	0.0357203513266	0.2848033235	0.187960040742
a31	0.175948468811	0.0744166085844	0.116829045214	0.0310970255249	0.0203507137958	0.0488283493512	0.3175311858	0.214998603237
a13	0.0653940951758	0.0883400542124	0.196681303688	0.06188543362	0.07811637888	0.0198761587395	0.26411749742	0.225589081075
a20	0.130854240595	0.206357969388	0.0680969757369	0.0323166481084	0.0155149193506	0.0443668934274	0.25477698	0.24771538947
a31	0.140988723134	0.152456364352	0.0967150189168	0.0719030111042	0.0318011587027	0.0283877235364	0.1975316566	0.28021631268
a28	0.0120523356102	0.191317442088	0.202568443144	0.0292253994	0.08594988731	0.0144049556265	0.23760319814	0.226878358196
a24	0.0687435662497	0.320784492413	0.024787324559	0.0400935064723	0.0280140574941	0.0357436972016	0.14498718	0.33684619132
a46	0.092449151351	0.294865627458	0.0189838231421	0.0814021643494	0.041042915913	0.0239531892428	0.233225205	0.21407794834
a39	0.0719679551471	0.247612479919	0.0517133692698	0.050583500522	0.0320006191148	0.0322058555529	0.196616318	0.317299912766
a46	0.0851820891173	0.270608320937	0.0174648227479	0.05371766046	0.0265886841701	0.0173954535251	0.2386032356	0.29043972215
a8	0.0511544714663	0.26214075405	0.0254611066119	0.0331587462463	0.045791110596	0.0251978627188	0.2805310268	0.27656493362
</S>	0.0324231517894	0.218595052572	0.0167575093419	0.0570691706684	0.045659291158	0.00828691688274	0.3232121174	0.29799679728
