 	lo	ho	finito	di	fare	</S>
a8	0.368312738239	0.183192238843	0.0190644606984	0.220611145758	0.103087994029	0.105731463722
a31	0.10880888894	0.23188207055	0.0770154553752	0.0769371859073	0.267739625332	0.237616778235
a20	0.170317765888	0.182371975806	0.035923151478	0.28352124202	0.206051312449	0.121814558936
a24	0.365552265562	0.132328643615	0.103267674477	0.0694545685304	0.176302865159	0.15309401171
a18	0.471575777292	0.0828715478204	0.0160947974864	0.035110063732	0.188164196031	0.206183603441
a31	0.356469143089	0.101619849153	0.119044158015	0.0172332005827	0.1249800786	0.280653540443
a20	0.404751210537	0.0655625348019	0.119285138512	0.0980857267	0.188096968694	0.12421840452
a10	0.289820378734	0.0801797761441	0.0164013940112	0.080152970416	0.22505586295	0.308389589185
a20	0.402203837986	0.0370497320359	0.0411634565373	0.03432335358	0.191726061614	0.293533526383
a7	0.381865612795	0.0404421991295	0.00678861159862	0.027839802382	0.2085043528	0.334559389506
a31	0.24428930817	0.0569945774211	0.0233032149814	0.065425187137	0.26958063666	0.34040706968
a20	0.3264500001	0.01776766602	0.116743457038	0.0409462646914	0.240684118006	0.257408462732
a18	0.132506499066	0.144290284285	0.0728399280237	0.054544859602	0.2689536206	0.32686481368
a24	0.189183765565	0.0536576533528	0.0654796886276	0.0965888825202	0.23639606336	0.3586939196
a46	0.18179609374	0.08127497664	0.0529973935536	0.0557984827602	0.262870757088	0.3652622825
a31	0.063648465148	0.030071002702	0.0593443649353	0.0518968759078	0.45041505298	0.3446242718
a33	0.1349572337	0.025335344166	0.0138682674374	0.020579518507	0.3013275665	0.503932056
a8	0.0291658489478	0.137682717885	0.143585493364	0.041164387598	0.310603525	0.33779799334
</S>	0.0322727524226	0.0595963961399	0.184912897716	0.0192215777746	0.31486810986	0.389128243
