 	è	che	stanno	ancora	alzati	</S>
a20	0.00396419946039	0.244457380907	0.333667060296	0.05593197376	0.351919468197	0.0100599493777
a31	0.173280960557	0.2507994372	0.150474881	0.23699409673	0.112170773609	0.0762798664857
a20	0.203145227337	0.0268778858541	0.202868526016	0.359895033978	0.199770143572	0.00744317375867
a31	0.201522540389	0.267434707866	0.12268610382	0.17639526578	0.170808823215	0.0611525849929
a20	0.175312643164	0.103172527478	0.162403923211	0.31227533914	0.24647358867	0.0003619777599
a28	0.18821571177	0.192169789822	0.169304205924	0.03997349244	0.32571360752	0.0846232156273
a31	0.180684339247	0.123346546967	0.175631979498	0.056544199256	0.42713312322	0.0366598191232
a29	0.0512251780975	0.116435090994	0.302636077005	0.07400679342	0.454421724388	0.001275171792
a46	0.043261085383	0.117813594244	0.0698405304088	0.323859195055	0.2929218094	0.152303821148
a31	0.0678172506814	0.11736102287	0.0509536321498	0.180997061964	0.420276587	0.162594464
a20	0.0338720120944	0.0608732933964	0.276987380218	0.10067621274	0.48768121195	0.03990988682
a31	0.13519733964	0.167007214664	0.0681412531894	0.157201818794	0.2754321738	0.19702022512
a39	0.0264870937402	0.079467950865	0.159687496323	0.0727229251604	0.49274089968	0.1688936061
a20	0.17030235311	0.126963192514	0.0631744982487	0.116444809617	0.30774974912	0.2153654399
a8	0.0575965270181	0.196436616304	0.0507351347579	0.152147737243	0.28317693886	0.25990703672
a20	0.0870010379991	0.131824259874	0.0991516263608	0.0950256165747	0.2454225596	0.34157491334
a24	0.036800114626	0.18243046446	0.0445513327713	0.108130687449	0.2360532688	0.3920341382
a46	0.103160816263	0.105855518647	0.0269699349254	0.148813033221	0.2375521486	0.3776485621
a8	0.0517569468486	0.131739607463	0.0515746086919	0.111713695123	0.2446430968	0.4085720432
a23	0.0206386436001	0.156786376625	0.0488503270205	0.081068333816	0.2693647342	0.42329158714
a8	0.025767979558	0.135987710923	0.0415883762775	0.0556087924116	0.3058125268	0.4352346394
</S>	0.0311387067011	0.136878167981	0.0362439237297	0.0688038821588	0.2795595032	0.4473758054
