 	il	vestito	della	sposa	vuole	bianco	</S>
a17	0.0940275415894	0.192768693311	0.27990145832	0.022245470027	0.0934574506963	0.242452744146	0.0751466656962
a31	0.231529069943	0.072584880379	0.163774185034	0.161217912539	0.135661580917	0.19826085209	0.0369715498958
a17	0.148354087555	0.0498558445681	0.0249518522553	0.367830273841	0.130839647691	0.17987637524	0.0982919351738
a31	0.235489801814	0.0368510274457	0.15237679302	0.231418560549	0.154649996478	0.159424904957	0.029788914129
a14	0.208896291107	0.0121048435239	0.113019532545	0.188025105659	0.19415933717	0.185481379844	0.0983135426089
a17	0.294582804169	0.00468254019053	0.0144567839755	0.220260592725	0.259830456212	0.15189086232	0.0542959476913
a31	0.249571288301	0.0134342008493	0.00460075130608	0.210743719859	0.326414228324	0.164805633201	0.030430183982
a11	0.282175225825	0.0307842537154	0.155283787245	0.088596964276	0.250670357491	0.160409626597	0.0320797736449
a35	0.249897844111	0.0562640480034	0.0834023982219	0.128097538886	0.19355922195	0.219866885971	0.0689120858967
a38	0.166509136	0.0506100398027	0.0903723106974	0.108712687942	0.18720408906	0.287391899924	0.10919983239
a31	0.189887664	0.0379612878016	0.13950250985	0.062746643996	0.110010272146	0.29066336682	0.169228283098
a21	0.043459854123	0.0105334580286	0.306372752775	0.0393916514008	0.187784684356	0.257134424894	0.155323184004
a31	0.20249889195	0.0887750295405	0.0439779781421	0.0433096174688	0.14146465562	0.35818158026	0.121792236186
a24	0.0271106686865	0.00507577371608	0.315667040397	0.0355961942732	0.18671816606	0.225377468786	0.204454650925
a8	0.133263737472	0.113752168268	0.142003038684	0.0584327291501	0.07098234	0.246070412	0.235495552622
a23	0.047769706896	0.063777367375	0.198231439976	0.0347145673408	0.12390343322	0.282977325	0.24862618172
a31	0.031713700616	0.0424595956207	0.246663909906	0.0220611294848	0.0468786074	0.38977608106	0.220446933261
a8	0.01631391971	0.01171609854	0.353693218296	0.0161658145469	0.183349938532	0.1723488994	0.246412079585
a23	0.0367284268397	0.071919984841	0.189670140373	0.0553585382917	0.11373581976	0.3296952496	0.20289180614
a31	0.0245414079937	0.0243731472013	0.219013187078	0.0475395184883	0.05372566554	0.3339367076	0.2968703383
a10	0.017147180202	0.01255446516	0.376155825989	0.034898234396	0.16588743328	0.16380329038	0.229553552818
a37	0.0704907680868	0.147611127873	0.171328439895	0.0859463699504	0.048617117	0.28812100094	0.187885211652
a46	0.0873929942872	0.10728507714	0.192506184654	0.0920311910651	0.06714429754	0.19164968836	0.261990604894
a8	0.0596994173922	0.055836218478	0.202634827621	0.0611589953928	0.08843126274	0.2245014494	0.307737850732
a31	0.0326766019153	0.03921469676	0.169151053843	0.0723028606521	0.06672322554	0.2177753508	0.40215622884
a20	0.039148516304	0.0248534764	0.356003155298	0.0987508743567	0.121614966	0.12566025622	0.23396878318
a8	0.046902965959	0.160139142033	0.145863997944	0.0832597954293	0.063529430092	0.23604568412	0.26425899308
a13	0.0698681214483	0.0398770649074	0.119247156113	0.0994382478274	0.10102944866	0.153745048	0.41679488958
a18	0.0421708198636	0.136264100504	0.196928886836	0.0591195451886	0.03801033646	0.2381078234	0.28939851196
</S>	0.0657650652581	0.147620638116	0.112313603796	0.0524239626478	0.08842063988	0.20536868468	0.32808738796
