 	Marika	è	che	si	sposa	domani	</S>
a27	0.225800087443	0.0409240713986	0.154084224282	0.1790361465	0.0189225377366	0.274605622445	0.106627311125
a37	0.334744688985	0.0369931906006	0.160024361999	0.0631444145024	0.19179942575	0.210917590838	0.0023763190988
a31	0.205296354299	0.00501087340262	0.278047252369	0.132879348269	0.13441609826	0.243886374989	0.000463710339078
a11	0.202238576604	0.00242465548923	0.242670069044	0.168386778574	0.180058789373	0.204107417062	0.00011374885654
a31	0.232968062934	0.0922054811999	0.0678193516979	0.0927399310386	0.296551375423	0.217173987866	0.000541793082304
a37	0.207130526225	0.0546971998154	0.142248169695	0.05065226627	0.341864951259	0.203398789804	8.09989856e-06
a31	0.216542461812	0.0196002839573	0.0664908750485	0.0343473568566	0.426304120947	0.236518531654	0.00019633221098
a6	0.218933162002	0.0181390385592	0.171954283511	0.0511349733566	0.0892153395509	0.429801415427	0.0208217653552
a20	0.0301415969748	0.101664946084	0.0392858046769	0.0662066032764	0.286184543052	0.45273239238	0.023784115456
a31	0.0553550287629	0.0802095763289	0.0573238912807	0.0192338144886	0.162608675206	0.4628788694	0.162390137388
a20	0.018624224601	0.0317742760073	0.187228905609	0.0559890849203	0.232477384169	0.435559507726	0.0383466432528
a31	0.0502768494201	0.151985187529	0.181745139746	0.0375618372471	0.0529965039202	0.456718562	0.0687159343
a0	0.0439885168045	0.0650040767261	0.123070750022	0.0137825567938	0.167311980913	0.3845307034	0.202311428445
a20	0.0488601607989	0.184669345281	0.145409007821	0.028934006149	0.0432820511333	0.455249143	0.093596285
a31	0.036507100309	0.0935226936217	0.151995985209	0.0162372807159	0.0500421919064	0.5374512	0.1142435154
</S>	0.0210643711506	0.0562777117477	0.0344862971345	0.00354602892778	0.0598914785606	0.4471769554	0.377557169664
