 	mio	padre	ha	lavorato	sempre	</S>
a23	0.0326367429108	0.120425978779	0.057612466022	0.52702689734	0.196108857002	0.0661890543239
a31	0.01873091998	0.2961249598	0.043766998402	0.274134657252	0.26986233041	0.0973801817974
a37	0.00391445618796	0.287687937455	0.0956426118324	0.51723933226	0.0597117959892	0.0358038833048
a31	0.00486727919619	0.375646391974	0.0541684103186	0.325188240148	0.18571902484	0.0544106489743
a37	0.00877132983015	0.329501563426	0.0852284307178	0.417010533	0.11063451126	0.0488536458814
a3	0.0474052703192	0.373466891314	0.149667362755	0.21501719132	0.15096228414	0.0634809912393
a31	0.155682425377	0.344882728577	0.063317226303	0.169686348401	0.18141518454	0.0850160554742
a3	0.0770227704742	0.166441735945	0.0241429822535	0.268829461623	0.319384102512	0.1441789507
a44	0.0769755516526	0.225450917454	0.172424733943	0.1670457524	0.233233753352	0.124869271894
a31	0.0313991167008	0.238410310831	0.0497684564204	0.1784909	0.3424273082	0.1595038882
a8	0.0311744340588	0.129115120559	0.083449972977	0.15604757384	0.420954064	0.17925882948
a31	0.0454114770796	0.0841308557426	0.0319043961745	0.2404470022	0.34066291332	0.25744334414
</S>	0.059986924272	0.0481422125375	0.0354949371807	0.13878498252	0.35677859	0.36081234658
