 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a20	0.00776200602534	0.589435684676	0.001576973298	0.00636280521738	0.00563617718874	0.164175116641	0.00145366805571	0.000221087934325	0.000470128960402	0.00125524972594	0.0114557149283	0.0154921122065	0.0613040777944	0.133399193423
a31	0.0893786819042	0.117123959387	0.19865031764	0.13370611044	0.01989545841	0.00609810847725	0.0108933476737	0.128817132912	0.057615429472	0.0891785821023	0.0818698190475	0.00495838153196	0.0497734330387	0.0120412018139
a37	0.000176968123412	0.19997358476	0.00936871373211	0.0132172650912	0.0160299890883	0.00226488701539	0.0036044806733	0.197265853938	0.121065931819	0.0840819827557	0.0498898056495	0.0118938283958	0.165111214599	0.126055506579
a31	0.0409884279947	0.22377111621	0.025538631518	0.0192304095	0.021225165697	0.0175627587346	0.073325808102	0.197328798192	0.066462299226	0.0273489783079	0.0973881329768	0.00988337203548	0.119563005197	0.0603831397071
a37	0.00020315987833	0.207903839185	0.0175457076884	0.00112320109271	0.0489560594617	0.003797434316	0.00602928203757	0.186095149802	0.00109391368596	0.0332757406988	0.138996131433	0.0427236577536	0.187360389609	0.124896337616
a31	0.02127105392	0.208026061963	0.0210375998933	0.0137195828845	0.0175676810675	0.0172615844	0.128269832713	0.18914642101	0.000861994825588	0.00585326525751	0.135421043747	0.0612594257429	0.110577210343	0.0697272615178
a37	0.000125247901418	0.214507402323	0.0360398752805	0.00303756545388	0.0295645173194	0.00832753127111	0.00395329640792	0.172752375984	0.0122262545641	0.0168253724279	0.038939250621	0.156658936061	0.184662150122	0.122380234199
a18	0.017577404068	0.207880421437	0.00664999201211	0.0795871860149	0.0222999626791	0.0455653050048	0.0347308063963	0.192160284297	0.000288432447027	0.00137198889599	0.0186859395383	0.1771554238	0.117022856549	0.0790239609929
a21	0.042456392445	0.177623062659	0.00445662014213	0.0907858175858	0.00992145774984	0.0686558463986	0.0073869494777	0.190422509516	0.000378399569368	0.00178692863895	0.0111359861886	0.191464626422	0.122526435482	0.0809989698021
a24	0.0734637716	0.14826895586	0.0920979273732	0.104516063482	0.0240644405455	0.113551153531	0.00528460656162	0.0539369086226	0.000615256666644	0.00221049670131	0.00555643192075	0.190771765806	0.125322692747	0.0603395279444
a31	0.19472687464	0.02231921892	0.0949642045281	0.134389364152	0.0132561251812	0.0961832616232	0.00558626054413	0.0337520348806	0.000281446708127	0.000637256823919	0.00409231947647	0.172638814636	0.123581391617	0.103591471349
a14	0.0134154118004	0.292833554886	0.00708225178615	0.0382653212467	0.0132943356824	0.0811734175845	0.0270923596492	0.008556618829	0.0174904590592	0.00292015596139	0.0731247723196	0.0266978670815	0.196658165544	0.201395312437
a7	0.1583492374	0.0478305898	0.0186942200098	0.0603650107596	0.0164684672265	0.0575953953097	0.0116609508268	0.151544266476	0.0007207258065	0.00455702946922	0.000958771485125	0.165617766093	0.201827036715	0.103810532735
a31	0.02132220678	0.18995495514	0.00893545704838	0.0425947435061	0.0194229075287	0.0553091689043	0.0214901601104	0.137106814484	0.00435728337524	0.0120289110669	0.00546510694143	0.174976107909	0.216546117828	0.0904900621787
a46	0.003852095838	0.211538479301	0.0161284817505	0.0331326081438	0.0492386304383	0.106252281525	0.0529977158146	0.0413574808032	0.0267197904207	0.00540083298418	0.0332984787438	0.0224002263037	0.161429371029	0.236253533807
a20	0.04977474056	0.15396381484	0.0269501702882	0.0524990113546	0.018385522535	0.0571242529773	0.0131038045742	0.0136886450887	0.0211553602089	0.0352692507362	0.00192395612299	0.121079892017	0.26839741522	0.166684187083
a31	0.04333143404	0.201479881786	0.061551672343	0.055412331584	0.018437758554	0.0324479395732	0.0129706739998	0.00427156297221	0.0069011098881	0.0112812858883	0.00232317836355	0.0884671028828	0.3258311296	0.135292966199
a39	0.002088054636	0.345252144618	0.0172348862987	0.0204042786031	0.0464448772975	0.0124732177589	0.0606308957058	0.00139212167731	0.0179280743896	0.00637137065884	0.0362550109658	0.0259121855441	0.155052823563	0.252560069407
a8	0.07774802408	0.114596221506	0.0561793021116	0.0611200228046	0.03588907845	0.056874392104	0.020818965522	0.0843991704884	0.003271653752	0.0173075402072	0.002327829827	0.0172908703	0.279175412	0.173001488908
a31	0.0105193922	0.201843199692	0.0432453674448	0.0329005743223	0.028290069064	0.025764721264	0.01830181006	0.0193651630353	0.020667008646	0.044016854718	0.012253362358	0.03435434006	0.322270394	0.18620774212
a33	0.004178091896	0.346158066742	0.0198850251225	0.0207194046032	0.0372384728727	0.0162316774001	0.0576759892788	0.00321993157473	0.0158114868233	0.0138632872424	0.0317864741645	0.0212498979986	0.17387474178	0.238107462281
a23	0.0237790749	0.09343842442	0.018814005207	0.0510319541469	0.020845228774	0.049822998496	0.0168181395734	0.0158576466443	0.016847258228	0.0379988128284	0.003144153422	0.051187940926	0.377679782	0.22273459075
a31	0.0126256286	0.155429578391	0.0248036689307	0.0159949363192	0.0243092995308	0.012115058515	0.014053176362	0.0188067071241	0.026591583062	0.0589623656722	0.0161002241652	0.05800078382	0.333774644	0.2284323322
a11	0.00635864116	0.291637748027	0.024392265558	0.0257000279002	0.0429688430835	0.0208736111373	0.0850643008469	0.00528584001161	0.0160982222878	0.0186990239892	0.0245201715666	0.0190240089483	0.17814392612	0.241233411334
a31	0.09745405972	0.036429765098	0.0697831038128	0.0924505212608	0.038410720192	0.054168687472	0.0228308947632	0.0581968946841	0.0056480902396	0.0209151856468	0.0017157045454	0.00864362672	0.2345990154	0.25875373784
a28	0.018953079564	0.162059338986	0.0107513481686	0.0171570704018	0.0158578786626	0.0797812230212	0.0188075327639	0.0770883383791	0.0103258328378	0.0209006445155	0.100126980077	0.0238124652132	0.172031070946	0.272347194164
a31	0.08956607904	0.00992081937	0.0586324620651	0.102123513148	0.035052428964	0.076209205704	0.0214592973926	0.100781527172	0.0043987836876	0.0157390362898	0.0011862652294	0.00858591796	0.2298246537	0.246520016106
a35	0.030588426314	0.0905666334046	0.0162409739901	0.0221565591124	0.0274205904183	0.0504995045685	0.0242334610336	0.0644298615427	0.0129662284343	0.0334735047586	0.084363227984	0.0244256773637	0.19584768312	0.322787703778
a31	0.05541219862	0.0063931440194	0.0524323404357	0.129720579824	0.036254249954	0.0833423888608	0.023588540804	0.0324648803928	0.0243842426886	0.0333739784156	0.0020894342428	0.0297004569	0.217177451	0.27366608654
a14	0.09704697019	0.0629886466194	0.0225230694684	0.0192370122942	0.0339872877092	0.0162444773386	0.0212298120942	0.0164101926808	0.0157342056179	0.0388212375204	0.083472142298	0.019786423598	0.191436382	0.361082139554
a21	0.10414170896	0.00779009839	0.100302504704	0.111704552591	0.033067980107	0.07923080211	0.0152973331682	0.0490836468624	0.0051371731994	0.00853375491984	0.0006459677047	0.006204888268	0.1966131939	0.282246362046
a37	0.12647672514	0.011409235468	0.0580660959379	0.0417097927669	0.042893944728	0.019840488486	0.0226934121314	0.027982581185	0.0505512669316	0.0486721149038	0.006043840292	0.0813658631	0.2179082149	0.24438642844
a14	0.13859149226	0.020009261032	0.0668510984462	0.0860488338829	0.02889095686	0.050304754624	0.016666831018	0.0162257583868	0.025048277651	0.0121752188664	0.0004863766446	0.01831891134	0.2596955684	0.26068668946
a31	0.1379767318	0.0088291764	0.0787881941052	0.0360957804594	0.0482673073628	0.019576355414	0.0229419291328	0.02761511395	0.0268518153872	0.0488454976096	0.00180723364	0.0230628572	0.2478058496	0.27153615488
a17	0.02343958846	0.120296068482	0.0182511222009	0.0253228525896	0.0373655028992	0.038286487824	0.0361502231744	0.059739487025	0.009232976245	0.015543491983	0.083396556994	0.028812539524	0.19829271458	0.30587039074
a18	0.062413483988	0.0073909672448	0.0333399706265	0.091480157612	0.026804117756	0.0731939888404	0.01514569264	0.0218065430313	0.0785185493594	0.0220693997835	0.00128447185526	0.071188584312	0.2291195948	0.26624449118
a31	0.06106269704	0.009344150056	0.0341897227077	0.0703642337598	0.0288546737636	0.022387973512	0.0142112682984	0.032257986311	0.0397354693481	0.0437564272069	0.0017951081816	0.10211294368	0.2520036692	0.2879236786
a21	0.045354285008	0.07605977463	0.0223953780934	0.0168658560589	0.027544571437	0.0129317461952	0.043965853298	0.0045244555552	0.0290253426553	0.03363411435	0.0815146422108	0.0284419412	0.221938077	0.3558039252
a31	0.048982344298	0.0084153440636	0.0173602484297	0.0860751727986	0.0204913505496	0.068730651623	0.0140136982444	0.0202070912155	0.0970042737187	0.016828912495	0.0012673642038	0.100303913774	0.20681872908	0.2935009317
a21	0.093526807472	0.019570674162	0.025986519329	0.0207621903736	0.0303035944692	0.0135906932272	0.028425887243	0.009437580224	0.0177800563666	0.0337848688134	0.0779890437511	0.02292789132	0.2264357194	0.379478468
a31	0.0514332087176	0.0083140035587	0.018391555138	0.0882571659912	0.0214304727452	0.0793099283503	0.0153329218783	0.0211367119997	0.105608988457	0.0163011074025	0.00156924054204	0.076118564048	0.1881387762	0.30865733914
a11	0.09944774676	0.017556136316	0.0232689477601	0.0210195408083	0.0244463948132	0.013595669668	0.022008199978	0.0102134800532	0.0217339276096	0.0422416272338	0.0640072225842	0.020655083842	0.2325175868	0.38728843
