 	si	è	rotta	la	coppa	</S>
a31	0.194749233871	0.0048782751464	0.260911026312	0.4734279718	0.0352018288032	0.0308316383384
a20	0.179245115282	0.033394730988	0.269622666992	0.210639506174	0.0893004410386	0.217797521719
a19	0.382577065745	0.0154750996285	0.199119759765	0.00318071684	0.01290137678	0.386745974605
a18	0.353264807646	0.0142203288659	0.0645708743226	0.025361352	0.157418789934	0.38516385219
a27	0.303688390991	0.0076929527683	0.0595403105648	0.052921203386	0.187782320968	0.3883748227
a31	0.0343491679309	0.0177659633439	0.111477477652	0.08509673658	0.310591677284	0.4407189742
a39	0.190965172702	0.0074216480312	0.23674204572	0.275999591452	0.080876285394	0.20799524134
a31	0.00791005931675	0.0479861152285	0.0238136440132	0.24658730913	0.42655702983	0.24714584134
a46	0.00583339244827	0.00798732202801	0.184781807465	0.22307056588	0.257793440654	0.3205334672
a31	0.00529946305536	0.0435716436716	0.019265382226	0.2054987456	0.49017316008	0.2361915907
a20	0.0644954805186	0.0240002027529	0.231749550324	0.07121124608	0.304260857309	0.3042826922
</S>	0.0489101680587	0.0887745550659	0.0150280682926	0.05252705014	0.41175399345	0.383006206
