 	che	vende	buon	pane	</S>
a17	0.39492312236	0.01519776068	0.0663176573124	0.389900126708	0.133661344825
a31	0.16460719638	0.28553509556	0.128825077164	0.227838323644	0.193194292241
a11	0.0178421494625	0.281886391667	0.3833077348	0.225747711022	0.0912160031499
a39	0.232716576996	0.34294280543	0.072231685841	0.194544174166	0.157564739617
a35	0.242001137828	0.278172348084	0.041922197844	0.17297893134	0.264925404771
a39	0.322679214927	0.225340158492	0.0243942866568	0.10073385532	0.32685244492
a31	0.26988544524	0.298637273953	0.0391367527613	0.0673019935696	0.32503855367
a24	0.218729209507	0.169713562315	0.065679604346	0.2936378446	0.252239760466
a18	0.123578733284	0.203852429082	0.0959604004468	0.178638642428	0.3979697844
a31	0.0416305408001	0.193342916732	0.0831874024344	0.188693727002	0.49314535832
a13	0.1650882468	0.298265984001	0.0729477259504	0.185870595667	0.27782745754
a31	0.0498510134822	0.0858529265563	0.145549724068	0.302676400243	0.41606992849
a46	0.034354045756	0.224638997774	0.0411287749255	0.347261679196	0.3526164948
a8	0.0662162626538	0.0867030217721	0.115867009948	0.331931333872	0.399282382746
</S>	0.0331338086427	0.111964416165	0.0924904425975	0.346931313193	0.41548003158
