 	ho	rotto	una	bottiglia	</S>
a31	0.0332832014406	0.0103873754958	0.180621868099	0.76353413739	0.0121734046653
a21	0.0037697901029	0.0630201837174	0.22968046248	0.671324849	0.0322046897548
a31	0.0196290564319	0.0125414664331	0.257328373962	0.7051477304	0.00535338655284
a35	0.00344596645692	0.00149338179032	0.463895600375	0.524671207212	0.00649383649294
a31	0.077224601395	0.00305780410672	0.164356050384	0.749081012	0.00628050447405
a24	0.096928089762	0.00378411532178	0.169681749475	0.7195076996	0.0100983496596
a37	0.246230483993	0.00165651711644	0.033035606425	0.53439920808	0.184678205942
a31	0.20429406508	0.0675742772474	0.051623430168	0.613330694	0.063177549936
a33	0.0127753533371	0.0285753870806	0.168993132098	0.615805822	0.173850315098
a31	0.0431212494324	0.167439990808	0.123143919867	0.586095994248	0.08019886616
</S>	0.196703944886	0.158570335398	0.0344526561839	0.30620856634	0.304064489016
