 	lo	posso	finire	di	scrivere	</S>
a20	0.395087058383	0.048480530238	0.125976558183	0.0747760012664	0.205775566452	0.149904287353
a31	0.0342906385608	0.32921458426	0.324696328	0.06106659632	0.1245052578	0.126226599325
a39	0.00128919836966	0.170663947273	0.370386794201	0.121124218947	0.244652031976	0.0918838134439
a24	0.212473851745	0.171369847349	0.275037747476	0.020168411146	0.257401951499	0.0635482041088
a18	0.345228682801	0.117425515488	0.114994983162	0.00843978476	0.2479147244	0.165996311669
a24	0.393458074618	0.08622929414	0.126611891972	0.0215065039568	0.26459319592	0.107601023679
a31	0.277161851681	0.104805315208	0.0351406293	0.018628134172	0.4315667454	0.132697299917
a20	0.351664365896	0.011030777931	0.1575477417	0.0650888842	0.4002485653	0.01441966782
a31	0.0671074247247	0.0660493649057	0.0360603733131	0.060528247194	0.668582254	0.10167232348
a1	0.0158142271492	0.0276723991412	0.10116300059	0.091507692468	0.668967532	0.0948751236
a31	0.026327401351	0.109789661008	0.0685973940234	0.035665189166	0.6422221426	0.11739820892
</S>	0.0030055545728	0.0257878599597	0.0263827574016	0.0224010087437	0.66852128	0.253901536
