 	li	vestono	i	genitori	</S>
a31	0.0295347847448	0.171899965338	0.457426730638	0.336979088016	0.00415941116863
a46	0.292098522655	0.199758939867	0.370884128992	0.121909464316	0.0153489349667
a18	0.365698897084	0.187339549792	0.148799435132	0.24027335896	0.057888720428
a35	0.390343715531	0.158916482166	0.071245965066	0.22371476416	0.155779109421
a15	0.382595024645	0.185260810778	0.0513097003	0.2304760858	0.150358434666
a39	0.376704248308	0.126850136652	0.06470416204	0.2472888508	0.184452599717
a31	0.20519590026	0.0414896767469	0.0652997819	0.492805481	0.19520919012
a11	0.198309162502	0.180399898854	0.21689657082	0.38197029506	0.022424047498
a20	0.129858687981	0.141795313397	0.0656881338	0.579231601	0.08342626426
a31	0.0240990799085	0.073410263994	0.12770577117	0.5883200948	0.1864647711
a39	0.172452535332	0.141749553041	0.13124310162	0.2612497122	0.2933051228
a20	0.069555098856	0.168249619452	0.100621203796	0.52927641534	0.132297656808
a46	0.0533784521184	0.140824589449	0.0842583738078	0.49387060372	0.2276679597
a31	0.0364727098616	0.0967724718535	0.174863301812	0.4921340904	0.19975744808
a15	0.167683422924	0.138869419506	0.0575717563998	0.22311754252	0.412757863
a24	0.0501385956318	0.181150361232	0.0929710831099	0.468764231834	0.20697574284
a20	0.0328877259208	0.182647773487	0.079014603211	0.470587244692	0.23486264268
a31	0.0263109585448	0.16690682307	0.0901475615164	0.46389225452	0.25274239574
a13	0.07763629998	0.09114015366	0.086684519461	0.25308993843	0.491449096
a46	0.0420244893531	0.179310329227	0.106808253249	0.458845445502	0.21301150346
a14	0.0283546118739	0.0751220799284	0.166609697134	0.47349565166	0.2564179819
a20	0.0270286867241	0.162496427038	0.0715930549008	0.492767603638	0.246114213
a31	0.0272725703353	0.157642389798	0.0532533619236	0.455539077028	0.3062926252
</S>	0.0684248584062	0.076693185044	0.0542697185757	0.25550585386	0.5451063938
