 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.0453226786144	0.125820065581	0.069359754992	0.04508487936	0.424181645134	0.253075526177	0.0371554481028
a24	0.0257174646162	0.204175583256	0.07279399441	0.194016544942	0.259217854658	0.23569765306	0.00838091692497
a31	0.057100186514	0.254986373685	0.193281889955	0.2043293697	0.0915040679956	0.194936322463	0.00386178900812
a0	0.0380575187117	0.199059858495	0.116570942071	0.325493162208	0.119042296802	0.199209845423	0.00256634173586
a31	0.201121210761	0.193741062128	0.068581719452	0.250953501018	0.0789244717838	0.193949181826	0.0127288783592
a17	0.329289094888	0.0449871402051	0.0396394069859	0.144223918782	0.214039936838	0.2251486139	0.00267186424788
a13	0.27645998863	0.0965450842618	0.017874755088	0.102496074128	0.277109761011	0.204857969872	0.024656328389
a31	0.223166818111	0.0982478754664	0.061210751202	0.033732538642	0.25890770442	0.3002776904	0.0244566077108
a20	0.090281499016	0.092213723728	0.120219074876	0.03166388173	0.147420249	0.4322100828	0.0859914714
a31	0.141743639758	0.156048677684	0.0541120907642	0.020605678664	0.11040186274	0.391054022	0.126034004228
a23	0.00965528080784	0.0879708588926	0.097474650442	0.0298217351426	0.067923002786	0.426435835	0.28071864568
a8	0.0766191509499	0.070186465316	0.0406349092959	0.0314446228331	0.041679030802	0.473713106	0.2657226958
a20	0.0226930014354	0.119140284762	0.0572029877522	0.0234323737925	0.0285188591168	0.5657153954	0.1832971006
a31	0.0272251942382	0.0889024593606	0.0343357642234	0.0178551906315	0.025714232866	0.59192777	0.2140393884
</S>	0.02885966872	0.168281227992	0.032054914262	0.0172603714965	0.0214722030864	0.31431891328	0.4177526981
