 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.234161650577	0.207200463076	0.000159831868417	0.00176448023219	0.00254828139833	0.32817544145	0.22485764436	0.00113219315988
a46	0.236156556879	0.00758272789783	0.00019117784567	0.00357310497994	0.0170439048601	0.245878296022	0.485042662247	0.00453156693952
a39	0.286944556163	0.00987932109509	5.578053752e-05	0.011931044917	0.0445642692242	0.355514594867	0.290952308503	0.000158113819466
a31	0.116564141705	0.182312324062	0.00033352596417	0.0012957872646	0.00786766923137	0.274535688023	0.416919473389	0.000171341435618
a20	0.189951420427	0.0691225613664	8.555091591e-05	0.0617253988391	0.0806357238918	0.383796093445	0.213128452223	0.00155482970584
a31	0.0351656285304	0.354323421044	0.0017879746585	0.00219818715811	0.00832693336908	0.24610614155	0.35184852849	0.00024321422719
a15	0.169220329981	0.210092123246	0.00304435944988	0.0189719887385	0.003437784583	0.34992292216	0.245250464854	6.00602183244e-05
a11	0.13112445042	0.100498812568	0.00554985108783	0.101884537484	0.014653493112	0.31501755	0.330292765981	0.00097854864918
a31	0.0436624510382	0.0701079593134	0.0088504860284	0.140408036063	0.028769291092	0.311248855	0.385460179919	0.011492734046
a46	0.0798785080936	0.118475444711	0.0252924704014	0.0322535489325	0.01144112172	0.4387797476	0.267435520207	0.0264436730301
a31	0.0181726172699	0.029989420217	0.0305347712057	0.0289128360679	0.0404808206656	0.340635506	0.506558590762	0.00471544884
a46	0.0483487017924	0.134714948366	0.0118191309588	0.00887729552347	0.0163878445	0.291275178	0.365447151662	0.123129733616
a31	0.0122660929933	0.0164466918755	0.0354362103447	0.0297196162752	0.049399886997	0.305231075	0.54096541088	0.01053503534
a15	0.136184502234	0.057441571916	0.00275932751151	0.00319375696363	0.02145554627	0.2587619034	0.42243727206	0.0977661640024
a31	0.0105322286629	0.0267970989523	0.0307886277371	0.0275713940542	0.0502363244284	0.3563128892	0.4679513936	0.029810081942
a20	0.102874987849	0.0985761427352	0.00513452423478	0.00501444466448	0.0304796429239	0.243663772	0.44577229338	0.068484167574
a18	0.0139421781811	0.0232605644449	0.0319336487027	0.0335495095236	0.048937728379	0.311103056	0.44399975392	0.0932735768
a46	0.0273099906174	0.0488451258365	0.0460581366397	0.0339068697885	0.05749683956	0.3040097894	0.407706483	0.0746667518
a31	0.0249238829008	0.0450171307688	0.0556220910219	0.0297477958349	0.0569061130872	0.2400498472	0.422928323	0.1248048332
a15	0.104687217618	0.100143743616	0.0043867857568	0.00513250690009	0.0159121773287	0.2746904714	0.2410838192	0.25396327428
a31	0.0179246320739	0.0939610217341	0.0459707804765	0.0337410459569	0.0517275672309	0.20134892	0.4486141936	0.10671182496
a37	0.114538621011	0.127244513643	0.0122754476108	0.00854676006001	0.0251457049821	0.27671594268	0.21810866194	0.21742437594
a35	0.023305270163	0.0891245568756	0.0619109132415	0.0484696831207	0.0530401720402	0.1791894828	0.4243630052	0.12059691756
a31	0.0460925076898	0.0843677198108	0.0748171599902	0.040832824879	0.0540386052516	0.2126698104	0.378432104	0.10874926564
a46	0.0930176433324	0.0483164530247	0.0239246398148	0.0236244327486	0.0347793463135	0.278141167	0.265635602	0.2325607192
a31	0.0501163240572	0.0749688153984	0.0868323656632	0.0638993898991	0.0650608203392	0.1268585834	0.416536014	0.11572766428
a11	0.0822122716369	0.0963406618548	0.019182550091	0.00884564347665	0.0274125442222	0.30701316602	0.2074222008	0.25157097328
a31	0.035252164153	0.0710021066941	0.107423882699	0.0547485976023	0.060148267777	0.105740446	0.459729232	0.10595531062
a46	0.0970745722194	0.100929674079	0.019544869005	0.00889855200818	0.0281465443803	0.27756468186	0.2149527926	0.2528883266
a20	0.0508337731044	0.043625150944	0.10288512024	0.053293097871	0.0667935073258	0.0909409526	0.35867586	0.23295251836
</S>	0.0259444959264	0.0576540380225	0.0699499075726	0.0555251639733	0.0533607967888	0.06494775144	0.315928769	0.3566890518
