 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
a23	0.334266375038	0.00529537187858	0.0010984680695	0.021971744189	0.00052085301404	0.000335850667149	0.00144001855184	0.00311877391478	0.000552329363534	0.00430971023359	0.0393046894319	0.233136551214	0.354649211128
a31	0.190911457248	0.0821028099268	0.028078497742	0.13272922232	0.0224750614796	0.0346598596906	0.0757046706408	0.0326328225067	0.00727311229322	0.0431106124741	0.0331882997975	0.125085149654	0.192048419043
a7	0.111686454341	0.0979741808789	0.000834881801805	0.0694518373951	0.00537807101243	0.0123072837201	0.0122334050513	0.0325161562808	0.00479632612006	0.161309368525	0.0829189930502	0.0666533383005	0.341939677628
a20	0.26018727067	0.124022818416	0.000344396345	0.020325002806	0.00278443113015	0.0652700318949	0.0108052534145	0.043825014005	0.00270444199019	0.0182020007966	0.00859119788872	0.152266636842	0.290671525671
a17	0.247059599036	0.0883095217166	0.000881207165	0.011592509208	0.00756592037112	0.00794853999256	0.0249393697039	0.0888545222027	0.00414560086053	0.0224533099671	0.039451121953	0.15680875888	0.299990002228
a39	0.260477845	0.00704966000139	0.00172192353312	0.0994719897904	0.0162118348691	0.00343214289891	0.0978623206545	0.0876836774691	0.00132779836238	0.00308589226344	0.00660632792133	0.100961027026	0.314107544246
a31	0.2674839304	0.0130338475707	0.00497336183325	0.205240070849	0.0150633463502	0.00759940726772	0.0575171382027	0.0264980165833	0.000757011771397	0.00143321626145	0.00198745535819	0.0564085696388	0.342004678965
a13	0.180524842911	0.115333624595	0.00165191911108	0.245416482595	0.00977693486052	0.00555444235819	0.0255589429323	0.00909045373348	0.000215521277271	0.00176122655203	0.00204990986176	0.144985488121	0.258080209109
a17	0.29374552678	0.00810969932272	0.0895824158025	0.0233899140724	0.00249507715043	0.00122307415405	0.0127748899393	0.0412602353399	0.0691734359015	0.0395803482821	0.0121472689663	0.158331742961	0.248186377864
a3	0.29494219968	0.0414480551913	0.0835915078845	0.0508871579047	0.00139411914305	0.00143510657918	0.0113242424832	0.00889249366556	0.0363655636866	0.036265636964	0.0169525233028	0.1205900831	0.295911295999
a18	0.4013662715	0.0375466677684	0.0971254358674	0.0300137312035	0.000857042112789	0.00324667239909	0.00795711847853	0.00448218875482	0.00192238450742	0.00524572379762	0.0073238774261	0.0859783151126	0.316934547869
a31	0.268065131	0.0520999616005	0.0706457273056	0.0645149990227	0.00457458273283	0.00431684020766	0.019607881917	0.0142403626745	0.0313911338116	0.0300757745338	0.012218141927	0.0931251083116	0.335124375018
a37	0.311783250294	0.0193037450865	0.0113585071863	0.19844166001	0.00232745876098	0.00146258894154	0.0191992649539	0.0136107924731	0.0022416856225	0.015126766505	0.00148414669392	0.0245063460289	0.379153811326
a41	0.32247694627	0.0601239236109	0.0679081848717	0.0319245738388	0.00117538350405	0.00151596866568	0.00653091084118	0.00983563558223	0.0203660679458	0.027726836155	0.0165205717465	0.20098577597	0.232909222413
a35	0.311239764	0.0501068236084	0.058965537329	0.0430983591517	0.00297055802339	0.00331223591605	0.00829698940286	0.00567125181012	0.0325196389674	0.0296065768786	0.0158530118308	0.125269948229	0.313089279196
