 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.0769864142888	0.0502807289975	0.395716870831	0.07362002833	0.000393441712692	0.397877689206	0.00383954879	0.00128528951386
a31	0.154713407491	0.123644372949	0.19051145542	0.117134342492	0.112264455969	0.166671256104	0.13216952468	0.00289119958399
a7	0.173324297195	0.0292785116433	0.0796917731582	0.280384245256	0.0194675752371	0.200949464787	0.200410729858	0.0164934161938
a31	0.232077453725	0.0336496335206	0.112124381062	0.230136580674	0.053676450541	0.201865986353	0.132306336495	0.0041631839186
a21	0.20165351119	0.00317706958988	0.149081498097	0.144278107158	0.100340189615	0.202086995229	0.196956605719	0.0024260106547
a31	0.313721050884	0.0104175951022	0.00109476038205	0.20698621215	0.196093282237	0.216681982926	0.0538820810052	0.00112301989471
a11	0.32623680939	0.057849765136	0.00804902424471	0.19517747307	0.00970468975946	0.358780128972	0.0423817023489	0.00182039047888
a31	0.204967828107	0.0139003386407	0.0390209199637	0.223609824127	0.095255626434	0.340552450847	0.0788889864301	0.00380399633405
a46	0.191715331975	0.0271102069598	0.112847073077	0.161714574305	0.0094639694984	0.39583357713	0.0886842556495	0.0126309947962
a31	0.160944490456	0.02572616288	0.059625273158	0.102729900624	0.05136196952	0.389538890271	0.181383568211	0.0286897488366
a17	0.0588002726308	0.00519461263074	0.207057432173	0.0544448137608	0.0162986177233	0.418522641061	0.187494394184	0.0521871977795
a20	0.101225180438	0.065821249026	0.028298879343	0.026996636517	0.068745197358	0.306432764902	0.333848746	0.06863134529
a31	0.0662804368886	0.0205628057288	0.0254186403175	0.0120599500821	0.068144882344	0.295211299983	0.422995048	0.089326926254
a20	0.0123364685677	0.002085919378	0.218514897543	0.0388220719777	0.0163386630354	0.420710997384	0.2045111076	0.0866799082598
</S>	0.0409650580189	0.0399782508044	0.01230191462	0.00923319116115	0.0869220321108	0.232176108429	0.3761758862	0.202247575086
