 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.20863527139	0.389477001862	0.000965906453248	0.00038832199352	0.0086552399138	0.228015369661	0.163862908662
a31	0.0677002331471	0.357801430095	0.161010251	0.024686813829	0.15206501474	0.23002119462	0.0067150797416
a37	0.0259823945663	0.251887730724	0.296524456901	0.0698749147325	0.0784115816624	0.251841170086	0.02547775165
a31	0.196113071052	0.349007388148	0.0893260663192	0.042075598724	0.0157070065321	0.305504816148	0.00226604739634
a13	0.17851761444	0.244508009496	0.308190173991	0.0310276965847	0.0077216593234	0.225869392063	0.00416545108794
a31	0.208658230227	0.220148247356	0.206354803671	0.053869810704	0.0374012068141	0.270691368343	0.00287632697416
a43	0.203027561141	0.259601528636	0.0431329179379	0.0412337128093	0.0708875144629	0.379526630574	0.00259012205676
a31	0.138653212029	0.0748086538072	0.129464864256	0.131811999816	0.19495677658	0.3212821326	0.0090223321603
a20	0.0170608813554	0.354026864934	0.0467129076248	0.0138830565966	0.043985456011	0.507024	0.0173068637146
a31	0.170810160522	0.0676344286146	0.19835794105	0.0222276447262	0.198830698317	0.3124989666	0.02964009422
a11	0.00641720532876	0.344441594975	0.0914404397707	0.0052181704703	0.0268061360516	0.38368845948	0.141987986142
a31	0.0232860363964	0.237857454399	0.161401600869	0.0497220618892	0.069755671136	0.40693220376	0.0510449174
a30	0.0105204833767	0.417415913976	0.0580690569635	0.0024165107859	0.0304727793778	0.26457650584	0.21652869879
a31	0.0721753096811	0.255730893817	0.0672729586831	0.090867715862	0.060689019252	0.382470887	0.0707932222
a42	0.0195940595382	0.465239651661	0.0381973972029	0.00494507075185	0.0267527064372	0.24467656192	0.2005945312
a20	0.153051577547	0.140126054612	0.0537689175987	0.00400385392734	0.0172794938106	0.4093278	0.222442254
a31	0.0480111523513	0.302080550722	0.0245751757655	0.00228863835905	0.040330521252	0.4199302906	0.162783711
a20	0.0299027597296	0.442387622605	0.0401783807292	0.00214269631279	0.02246849894	0.2760367791	0.18688327106
</S>	0.205141776974	0.0487288237664	0.0231260498945	0.00961383711124	0.030097560611	0.43679075874	0.2465012078
