 	Valeria	legge	il	giornale	</S>
a31	0.0719013858842	0.135260731516	0.46981916768	0.30166377822	0.0213549394039
a39	0.0390327369405	0.23601897699	0.3933989706	0.315525144584	0.0160241766327
a8	0.148164920057	0.27354973386	0.2218365212	0.301988246362	0.0544605753661
a31	0.206675473174	0.02513425754	0.2238714784	0.483127394589	0.0611913747961
a11	0.30771243673	0.0469372658587	0.3162904272	0.325632382312	0.003427516173
a13	0.286295132903	0.110159125044	0.06761788716	0.48607902868	0.04984882878
a31	0.234740538318	0.106102278176	0.08851423638	0.4977323728	0.072910538094
a18	0.122767262873	0.0532669219746	0.20967833229	0.538021162	0.07626633594
a37	0.0383052354312	0.0446472912044	0.146912365382	0.63337519	0.1367598894
a11	0.0382432110535	0.120379470229	0.0497325239204	0.655374648	0.1362701676
a41	0.0789012353762	0.0775392240638	0.0349318814184	0.655773696	0.1528539327
a14	0.0853113321083	0.0519279096919	0.0346501565506	0.625154082	0.20295651872
a31	0.0430693676602	0.0468809887553	0.019435718978	0.641519452	0.2490944634
a35	0.00770554869416	0.0643461923497	0.0696516185261	0.4886058076	0.369690848
a31	0.107061382461	0.0861186464177	0.0636426056487	0.53000117	0.2131761868
a41	0.0430390958257	0.0920047367696	0.0728889670532	0.399083158	0.392984062
a31	0.0966967863949	0.114201494423	0.0430655820367	0.4727421836	0.27329391648
a35	0.0566039717346	0.0867194425593	0.0431024975952	0.412571648	0.401002424
a31	0.0537881628505	0.140927710771	0.0220855039134	0.4666067634	0.3165918088
a8	0.065796258703	0.0829412221657	0.024806407357	0.420121618	0.406334508
a20	0.0362018556782	0.150743280979	0.0134497470842	0.431999514	0.36760562
a31	0.0125385772585	0.110510109682	0.020524834044	0.4063104068	0.4501160772
a37	0.0757239361291	0.0924560312752	0.0194129593856	0.3765623628	0.435844704
</S>	0.0942076587118	0.107698663937	0.0225813774544	0.3671801262	0.40833217226
