 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.232020282812	0.221744586428	0.0259756175274	0.037599857498	0.0226437343937	0.15897771708	0.283064603825	0.0179735907012
a0	0.14029396166	0.279920983641	0.119059609272	0.0625507833604	0.0433942823656	0.102383253679	0.250271687474	0.002125421888
a31	0.190748685057	0.0897091685802	0.120761242243	0.334911093899	0.0335106697335	0.0195363887411	0.20796012586	0.00286264006911
a17	0.11903939013	0.101804549043	0.26400146067	0.166249724047	0.0274576643708	0.039074730502	0.28062258294	0.00174991150618
a20	0.328147485936	0.0504738958666	0.033028388042	0.285333605193	0.0319083443339	0.0230993553108	0.233908647285	0.0141003241149
a31	0.329429733375	0.0591935837681	0.0590699930807	0.218757378996	0.0285345493478	0.0508526207088	0.246629083866	0.0075330348922
a37	0.255951740212	0.176226159727	0.0461116918849	0.0312816245132	0.0227000418032	0.0185523761492	0.442149328229	0.007027078959
a15	0.197203641807	0.0874343886156	0.161275830106	0.095005171126	0.027420737242	0.0360527701786	0.38857442962	0.007033046178
a46	0.204585903842	0.121589350899	0.0987753830985	0.063976246913	0.0204998578514	0.0537690447296	0.4243816219	0.012422598383
a24	0.209632599585	0.0713745585918	0.105132376702	0.0335332833488	0.0353097641124	0.042268282394	0.471606676	0.03114245536
a31	0.204903393256	0.131364572002	0.0713599684463	0.0684120780204	0.0211991371764	0.0331670391804	0.390455914	0.0791379297912
a18	0.0460150762758	0.152272443504	0.0609526708083	0.0406792394798	0.0846986955054	0.102403609564	0.412840477	0.100137802222
a11	0.237190926468	0.109675264957	0.131434388631	0.021436657007	0.0166635928708	0.05194627145	0.4194209304	0.012231953818
a35	0.100400134088	0.155326602595	0.0757536894503	0.0230167238362	0.0253845555632	0.058341500406	0.505029348	0.05674744446
a31	0.076917718118	0.129881850226	0.0764308944373	0.0236753095017	0.049851858835	0.04825386376	0.542608212	0.05238030548
a13	0.05022857494	0.15835846264	0.0288688137086	0.0821593796419	0.076520768914	0.0274108638893	0.426209154	0.15024397352
a11	0.178735186328	0.105602325446	0.0941846405221	0.0193850228244	0.0351128470003	0.05444372184	0.4504148108	0.06212145038
a31	0.0497190806832	0.141500327961	0.0379040310692	0.0139846342496	0.0288729117467	0.038496521874	0.565428036	0.124094479
a46	0.033941314776	0.110201462243	0.037935478476	0.0758029630659	0.0303498263674	0.029785852672	0.437107122	0.2448759854
a31	0.0648125089384	0.0845332246021	0.0708205165261	0.0204011019315	0.0714746259408	0.05254381603	0.523103668	0.1123105594
a24	0.00870078190881	0.161180728209	0.0103345481187	0.0151535057725	0.012593127188	0.015791792648	0.403196676	0.373048882
a35	0.120294336836	0.103497653302	0.086919466154	0.0185629420788	0.0522802274732	0.0485135877168	0.4023557432	0.1675760664
a31	0.0229230670337	0.0706624517778	0.0282308832337	0.0177367178811	0.0495901593471	0.0393040751186	0.572821594	0.1987310812
a46	0.0187382256211	0.135441407697	0.016966634335	0.0502271833295	0.0144741473875	0.0132569065902	0.335174622	0.4157208648
a31	0.0500426162935	0.086238593423	0.0657630818269	0.0195320042556	0.08677890097	0.047693189492	0.4400428294	0.20390877352
</S>	0.0080859761071	0.126366454496	0.00721652446743	0.0125373232404	0.00779279493	0.0092504791112	0.402946506	0.4258039698
