 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.209367012461	0.390061632579	4.33749672e-05	6.2242506859e-05	0.155682958183	0.214832092317	0.0299506718708
a8	0.10387962404	0.33470038	0.0030597211106	0.00293368148906	0.1856927924	0.2610012308	0.10873257946
a20	0.179421695828	0.4004845514	0.00146720546192	0.00128602802638	0.07977163758	0.199525712428	0.138043178459
a8	0.187591826281	0.2352761753	0.00034313720838	0.0471461732471	0.12102903072	0.3148146862	0.0937989623746
a31	0.210261864979	0.250132140517	0.00057640598716	0.0053096752164	0.162871350744	0.306273131353	0.0645753952434
a37	0.228942560576	0.364775128714	0.00146515227724	0.000676115355071	0.15075025338	0.20274558666	0.0506452500948
a10	0.200901261132	0.209642864287	0.00076679167394	0.0107765508011	0.082929781787	0.36864492766	0.126337844135
a31	0.201910727904	0.221949420494	0.0123522301387	0.0173348667966	0.23088346634	0.25000526572	0.0655640005772
a21	0.212065651132	0.207774343089	0.00123893340969	0.0110694574356	0.15284146994	0.371856793542	0.0431533540929
a31	0.164106495974	0.0416453401843	0.0349615397124	0.148756958537	0.15476200462	0.39839855	0.05736911655
a10	0.157371096834	0.195481997112	0.00797647232272	0.0553894870095	0.10937516486	0.34796383851	0.126441940504
a17	0.0660761233699	0.1453848026	0.0433554092358	0.117381786759	0.13932946258	0.4140642196	0.07440821362
a20	0.0544290440676	0.108798207027	0.0775659201256	0.0825484480766	0.123288694734	0.37190258	0.18146711318
a31	0.0484956171599	0.0903237094202	0.063837340163	0.121929115245	0.123202778281	0.394968966	0.15724252288
a39	0.0616099699626	0.205753363173	0.0304056690771	0.0253571174431	0.0570365194	0.28600690456	0.333830480688
a31	0.0872038592965	0.0939319257967	0.0885391057647	0.182043545542	0.0683248448428	0.3371322382	0.1428244888
a8	0.0694422010888	0.133451826828	0.090700288032	0.00951708890664	0.07690367716	0.2748115152	0.3451733756
a39	0.038124829976	0.0243730887969	0.106632524074	0.181528940493	0.038005790018	0.334868786	0.27646605652
a8	0.0352357108889	0.0274237411041	0.135789908135	0.0356462146268	0.0518078452148	0.4708840746	0.2432125156
</S>	0.0249659174383	0.0230021646119	0.13910370844	0.14110042003	0.0313502481044	0.3159047712	0.3245727372
