 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.520874257614	0.076573991673	0.00776986530344	0.00013056948841	0.191258446102	0.202841688464	0.000551190454142
a46	0.540290817118	0.00816300050004	0.0077832071718	0.000127544908888	0.0227689799754	0.3854231535	0.0354432960793
a31	0.298743538464	0.061331411976	0.007045190118	0.00444366575452	0.0168415798887	0.60761643697	0.00397817576203
a17	0.416915298518	0.0895504899904	0.0228127519385	0.000624902194166	0.015061495165	0.261116575222	0.19391849347
a37	0.503241431141	0.0953486709229	0.010782157664	0.00236739935183	0.0179698230207	0.365145357063	0.00514515850972
a31	0.266416533171	0.00355522532	0.00525936146	0.00237698662892	0.0344578295311	0.682193307992	0.0057408062663
a39	0.576720903224	0.00758562532809	0.0311528905079	0.00331340754465	0.0534692786218	0.324364719028	0.003393142606
a31	0.104690638145	0.024192191896	0.10617878088	0.00770780412	0.0607036361816	0.69320815422	0.003318826668
a37	0.391550326313	0.0250329153779	0.0378944640506	0.00130341205664	0.126429163929	0.4092994769	0.0084902605512
a31	0.0444839927412	0.0151034389461	0.18135404454	0.019050199008	0.094132743853	0.6165787582	0.029296775136
a46	0.0248384798961	0.00298647695592	0.0090663569414	0.0046645176236	0.0825594310568	0.84705928	0.028825460164
a31	0.0245934538942	0.0228172206556	0.058139285348	0.055960280412	0.181348715304	0.566832336	0.09030869464
a46	0.00132543838001	0.00048390976464	0.007666890694	0.0106454671339	0.0758135804736	0.8038841	0.100180614784
</S>	0.00905983547602	0.0386998912184	0.078566156156	0.075974371559	0.200310533262	0.458713678	0.138675560636
