 	non	so	cosa	scrive	</S>
a46	0.00533031488288	0.411114271521	0.174396383878	0.400030024518	0.00912899125067
a8	0.0332627720388	0.456600862926	0.11626810989	0.33865523444	0.0552130591071
a31	0.102068347131	0.410175288998	0.044748230272	0.438718836992	0.00428928889471
a13	0.0770273446321	0.190548605597	0.328137545633	0.400100940651	0.00418556191458
a31	0.238955037766	0.0648452080786	0.215558319316	0.480292850556	0.00034856239032
a28	0.0493107028993	0.248377961855	0.293400726589	0.408646204846	0.00026442783678
a31	0.205778239437	0.0613037932428	0.296186690242	0.4363672264	0.0003640471038
a37	0.230342541475	0.272228120902	0.0844301307987	0.40708318192	0.0059160013058
a31	0.146157613157	0.0379063701752	0.161862346306	0.624861664	0.029211994778
a11	0.183177986365	0.219384446796	0.0531343363763	0.4427229719	0.101580251894
a31	0.0440794840896	0.0405800165608	0.0909353800015	0.81828307	0.006122003382
a20	0.0469500933262	0.200283734343	0.0279802259011	0.4967107278	0.228075208647
a31	0.120423998353	0.0262349555017	0.0536781481933	0.78062452	0.01903838312
</S>	0.00379834694743	0.0174673263181	0.0469012697517	0.693369617	0.238463456405
