 	io	voglio	che	Maria	venga	qui	</S>
a31	0.23517453687	0.00701614672033	0.0024750899032	0.068724439466	0.31871469826	0.36251371501	0.0053813684679
a39	0.20416085446	0.263129858248	0.116698955171	0.122447198454	0.0768584509339	0.215291839573	0.00141288572016
a31	0.238838001164	0.158512906453	0.150098040388	0.143359277949	0.106625436395	0.200307232084	0.00225913713674
a37	0.237105013718	0.137082038404	0.210838078259	0.116186018539	0.0905058941899	0.206952890195	0.00133008049146
a31	0.261670851227	0.187964696355	0.172054955948	0.135512555246	0.0392189361753	0.195185275276	0.00839270572298
a11	0.493827903483	0.0815025213265	0.0329598031755	0.103588976029	0.0132618332422	0.27196410799	0.00289481145366
a20	0.39711321366	0.102542453997	0.0612465027308	0.193085377748	0.03516837559	0.20147096629	0.00937314054802
a4	0.206796490303	0.0289855110008	0.01158614309	0.14768172724	0.38862072866	0.17857808592	0.0377513149738
a24	0.327530205904	0.0299146129781	0.033476431732	0.0851917007	0.2283772491	0.2311842488	0.0643255505322
a31	0.194659691	0.08274363	0.0835502866674	0.12311493316	0.16441521642	0.288491760576	0.0630245085436
a11	0.362275256182	0.00709293424291	0.0183525642277	0.0296187608	0.03156801366	0.4138751092	0.13721736478
a24	0.166042472132	0.07650711845	0.0794310261192	0.1022197082	0.15980335448	0.286500460112	0.129495854433
a31	0.0661274264	0.09483662632	0.0607408149019	0.10136672734	0.1135481824	0.423725649366	0.139654572115
a46	0.133940602006	0.0510947203572	0.04215141897	0.03602309284	0.037564089732	0.4314683658	0.2677577082
a8	0.0400056960958	0.119075853624	0.0964254669895	0.07048023415	0.089886794692	0.3723438784	0.2117821304
</S>	0.0415785549606	0.0526405374025	0.0547002456128	0.027391666717	0.02348590777	0.4708829456	0.3293201832
