 	deve	essere	bianco	</S>
a31	0.198594583086	0.411374356	0.34428319462	0.0457479184185
a11	0.262120109098	0.315078426139	0.41965130474	0.00315014257386
a31	0.374013145894	0.255974077005	0.35091737657	0.0190954096449
a37	0.340466791128	0.25383820866	0.4043952809	0.00129974374811
a31	0.313189573244	0.41517452758	0.26535457473	0.00628132011809
a37	0.200227130389	0.397988251304	0.40136503993	0.000419590344218
a31	0.268091560655	0.449974819334	0.275046223744	0.006887410416
a20	0.194501112827	0.404759641656	0.399449321568	0.0012899956828
a31	0.24934635781	0.2362904732	0.393661202	0.12070198788
a0	0.160063783656	0.379914006638	0.42777299526	0.032249244588
a31	0.0710177577506	0.16654443155	0.536056298	0.22638152076
a20	0.0447742743341	0.28402497952	0.486451132	0.1847496266
a18	0.108827831338	0.245529037401	0.36143414	0.28420900418
</S>	0.131909275195	0.195230711906	0.454516724	0.218343299286
