 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.0336083975723	0.00030667776264	0.20817638194	0.07939300812	0.0382391552642	0.504671513485	0.102839684684	0.0327652237684
a21	0.193437239979	0.0108945250708	0.0233856925604	0.006194232746	0.240128285461	0.394190215157	0.121177010084	0.0105927994197
a37	0.105770385796	0.0017734755803	0.395695811946	0.0060678651	0.091468202467	0.247944453701	0.13535212786	0.015927693239
a31	0.201242975086	0.0265411990385	0.218440088487	0.02300746822	0.0708942032325	0.222799157377	0.215633222986	0.0214417023406
a17	0.1733371789	0.00261415791652	0.0345642156084	0.0132462066944	0.192249830191	0.193967989088	0.320520595806	0.069499814557
a20	0.336255265159	0.00421735952386	0.196248153277	0.01020473962	0.0325543481086	0.186841976372	0.196834841823	0.0368433236445
a41	0.0332941534092	0.00978246735933	0.307008136935	0.02115312984	0.0785973497902	0.231546126964	0.27455840784	0.0440601867626
a31	0.0358404341002	0.0133551308023	0.303845294227	0.03092593432	0.0321074030692	0.175109956752	0.318555855004	0.0902600538326
a46	0.0059078884198	0.000162585339084	0.213185199298	0.034442345992	0.156646813313	0.146674142786	0.308308619219	0.134672396189
a31	0.0254724932022	0.0202030365303	0.208648716432	0.09472616234	0.00756872652028	0.181138771854	0.394715883788	0.0675261860905
a13	0.00248281138103	0.000389792833481	0.218191187682	0.008627888462	0.0650793069799	0.107225969591	0.353695750817	0.24430729869
a41	0.0298108090405	0.0255893114206	0.224198464909	0.1747348262	0.0105879562594	0.194254728609	0.260795272077	0.0800286628081
a31	0.00923793228034	0.00488132323141	0.210310512476	0.07817707878	0.015615432759	0.109458617842	0.37361837523	0.198700696071
a33	0.0116131015494	0.00153851273822	0.264752512951	0.0402367889	0.0287482137484	0.0679659895409	0.325412224373	0.259732688019
a31	0.0162494349863	0.0223891862031	0.207099770663	0.058109390724	0.00767609519351	0.118440293326	0.362245892664	0.20778991818
a28	0.0296212426864	0.0100128029642	0.231184944696	0.0931058177	0.0250613736649	0.0724456164447	0.278738629153	0.259829593708
a20	0.0151351186682	0.0170923489111	0.180783909461	0.161329542026	0.00797901634496	0.10371259152	0.259103744	0.25486372852
a8	0.0104245337124	0.024749680272	0.192285169379	0.08143166984	0.0184705457072	0.07143238204	0.293145393434	0.308060614428
a31	0.00754107091401	0.0141300982706	0.20886841233	0.02293942774	0.00781965625148	0.054003626671	0.375053667472	0.30964394568
a39	0.01285228413	0.00568131002805	0.201166516025	0.0496330912	0.0372393584021	0.139178671831	0.273020450435	0.28122834073
a41	0.0205486526944	0.0411630157835	0.171963114935	0.111635565424	0.00658435106395	0.10637212692	0.22356488372	0.31816826708
a13	0.024012815368	0.0589135620061	0.17771425942	0.069347246096	0.0241671180333	0.0811038934	0.237471024354	0.3272700851
a31	0.0330981254801	0.0445749962235	0.19799125937	0.0763639410292	0.0101129422416	0.06479258642	0.283215447742	0.28985072265
a35	0.02158935842	0.00674538548801	0.202352137726	0.084222762782	0.0442550738253	0.042098624641	0.234306466905	0.36443019591
a31	0.017252613674	0.135081006364	0.0545266260071	0.063455343976	0.00711027737104	0.09440675822	0.2550340041	0.37313335798
a21	0.044283923756	0.023893436386	0.191630950036	0.05255707332	0.0767681332585	0.071903707354	0.243305850698	0.29565695176
a31	0.0199080753371	0.127187046319	0.0406218406775	0.080629664566	0.00427275802069	0.107941866328	0.21757561534	0.4018631382
a10	0.04313586204	0.038513841124	0.154358025576	0.064528514406	0.0772442440192	0.09051434616	0.246154387692	0.2855507856
</S>	0.0190516205308	0.0887000089571	0.0386327871744	0.098948873083	0.00461420912833	0.137561574407	0.2014271922	0.41106373608
