 	non	ha	da	mangiare	</S>
a31	0.0345080547278	0.0885460592299	0.289781360336	0.57942855176	0.00773598477521
a20	0.00349722853927	0.196839149362	0.104013828855	0.674888420767	0.020761382408
a31	0.0907263329989	0.18015906323	0.157548260105	0.517715136254	0.0538511954011
a41	0.0241735489968	0.1207166993	0.237570086493	0.609383678748	0.00815600525385
a10	0.328877222163	0.194358331924	0.0263245807252	0.37868169086	0.0717581651684
a31	0.287883495541	0.265751445234	0.0372822156236	0.33716673682	0.071916090674
a15	0.150781712068	0.0820650077897	0.0892665045936	0.6429621176	0.0349246618
a31	0.0811149353131	0.185722676282	0.101146270048	0.42125503454	0.2107611074
a39	0.0324432513165	0.157917258318	0.019027193496	0.475392006	0.315220300508
a37	0.0754937193682	0.141248845112	0.153853983405	0.23463026321	0.3947732094
</S>	0.0266155330873	0.187686245594	0.0640927146716	0.32607743776	0.395528079887
