 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.0291737359687	0.00303656569878	0.0142623150723	0.153213736966	0.27200965542	0.0121859074876	0.226121234912	0.277342892258	0.0126539258354
a28	0.201261249375	0.0136810686492	0.0304932135444	0.0314816258627	0.0449871605	0.0645291999452	0.303785620087	0.2418617194	0.0679191378115
a37	0.20916035118	0.00560742422465	0.000360250163	0.0097039335263	0.0979431629608	0.154524779516	0.0226930713681	0.20749567134	0.292511362147
a20	0.199909607082	0.00010052003979	9.546935378e-05	0.00217230144836	0.049520540042	0.126557312438	0.097982431342	0.224281693	0.299380062393
a37	0.16176477431	0.00095630760184	0.0027104208772	0.0259409636958	0.133012041904	0.0682924505584	0.0406953047382	0.2151706344	0.35145707758
a24	0.16848343918	0.00049936392926	0.0127135944108	0.0895112739459	0.098731765702	0.0425219731779	0.0497933477113	0.20823975797	0.329505501636
a21	0.0942487710235	0.00191899793516	0.0220097335698	0.147213006286	0.0331872639812	0.026549331991	0.0755835833112	0.210182881153	0.389106429035
a28	0.0926118953401	0.0036403159959	0.164957170723	0.0193936866655	0.0275235192412	0.0106392815654	0.0910303842792	0.20317182656	0.387031941982
a24	0.117369350601	0.00505342928082	0.144082406806	0.018143478398	0.030905086604	0.0509766192455	0.119116157904	0.148010172864	0.366343299128
a31	0.12609393166	0.0287075867913	0.0671535349949	0.062605344368	0.079118505306	0.045254771962	0.063706565216	0.125171554347	0.402188204497
a20	0.08755321097	0.000199521636367	0.00572574183738	0.0470240190752	0.181364814518	0.0321413178081	0.140443215331	0.22102950828	0.284518659471
a24	0.0746577935924	0.0855456338635	0.0772264245422	0.104001509739	0.0220347572	0.054249636062	0.106137251705	0.04569683856	0.430450171334
a20	0.053764068456	0.117847543466	0.070505021972	0.0498994125958	0.0708546454862	0.014533102566	0.014324907992	0.113161489411	0.49510982476
a33	0.02731735164	0.108429444734	0.118081324088	0.0772776737222	0.0347105262796	0.006644557832	0.012660853626	0.083306672136	0.5315716023
a20	0.0190571339062	0.152664652037	0.0995776297423	0.071204306651	0.03153323144	0.019627756748	0.041094613888	0.144456766435	0.420783922286
a31	0.0178740229711	0.0695966552137	0.180459780081	0.0390454203942	0.066978622718	0.01219637168	0.04917811408	0.130328287852	0.4343427138
a3	0.02244943292	0.00781918056141	0.100423094416	0.0486749421964	0.09273441451	0.01456073735	0.103095722772	0.197461257	0.412781232
a20	0.020269108815	0.290378605699	0.0224450492373	0.018971731516	0.0330440804266	0.007527406726	0.02024222264	0.0494754638144	0.537646316172
</S>	0.0263064558966	0.245309117045	0.0776680739589	0.0068519224822	0.0177735099094	0.009343443848	0.0180522531	0.0287499267808	0.56994532496
