 	devo	pulire	l	albero	</S>
a39	0.00774268178452	0.7404819112	0.0373022688404	0.190348626256	0.0241245427045
a31	0.0330465251651	0.667102196	0.040568081777	0.144452225865	0.114831007587
a35	0.0468822888228	0.632844208531	0.0735275740154	0.245109203393	0.00163672227756
a31	0.04622615635	0.7220463286	0.010361523606	0.143092560046	0.0782734727488
a20	0.023591057578	0.522244911217	0.141080239982	0.294574733426	0.0185090632772
a31	0.119491261135	0.3112523267	0.18288145808	0.273525727887	0.112849244304
a37	0.0142317892507	0.50655820173	0.224301605742	0.249749760885	0.005158660503
a1	0.0220448224883	0.15908149092	0.15015671912	0.524363937086	0.144353017443
a20	0.0175381326075	0.250587757084	0.16687413844	0.525558652506	0.039441283446
a31	0.0136446967959	0.242015632448	0.0801258425	0.468652374387	0.19556145488
a39	0.00173316491679	0.366173424326	0.049735775076	0.436564215281	0.145793390022
a10	0.0191169206035	0.250097950306	0.128377373862	0.40854935901	0.19385840328
a29	0.0274912907179	0.263083810599	0.135373955528	0.374190540448	0.199860413
a46	0.0184876895628	0.302498175052	0.087011677204	0.293215499634	0.2987869332
a31	0.0237713053602	0.283862715542	0.09864997206	0.263924132	0.32979188188
a20	0.0110918776078	0.296972918628	0.06275939371	0.32631241961	0.3028634005
a13	0.0452229360689	0.197510586406	0.175765857745	0.33631326	0.2451873548
a20	0.0517061644904	0.190780962834	0.161980548384	0.24492252806	0.3506098
a31	0.0382902603638	0.103256324403	0.177595281657	0.2656436088	0.4152145312
a11	0.01355581457	0.190971751869	0.116081175019	0.12613902082	0.5532522532
a17	0.0744330329239	0.042644677854	0.250853898768	0.34896789	0.2831005036
a20	0.0682520831614	0.038974953519	0.214097395594	0.26056142	0.418114135
</S>	0.0622020634568	0.0528711490834	0.205857424203	0.305185928	0.373883424
