 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.0240159483398	0.096741693534	0.162818939906	0.2195929952	0.158002970333	0.3107260282	0.0281013985699
a31	0.070611114298	0.103307208406	0.1647738226	0.084735587	0.0968133372174	0.398418629572	0.081340306642
a10	0.00721488177586	0.040691880945	0.0709185632341	0.179205795038	0.3671787524	0.263126587	0.0716635566174
a20	0.273983771696	0.263777138342	0.04977716148	0.04120301894	0.0847859100412	0.199573215277	0.0868997688289
a10	0.0301296884629	0.0747786133514	0.02121746564	0.12614308088	0.299305079017	0.3651386029	0.0832874840368
a31	0.0497712158049	0.0523142805504	0.03758766468	0.1985586029	0.240264668036	0.3542465436	0.0672570243218
a14	0.00472587965353	0.00252012710236	0.073463309532	0.231046633493	0.158108978859	0.4835003318	0.046634782664
a31	0.0114905634571	0.0280097258932	0.090373290866	0.139817370738	0.219198301814	0.398353102	0.11275764674
a37	0.000818687111197	0.00876517976993	0.0826209971972	0.172958719875	0.0792778626619	0.3602382632	0.29532030362
a31	0.0175058100347	0.0667678156406	0.0976410893634	0.024799547684	0.218171444174	0.288331852	0.2867824467
a46	0.000765971010108	0.026813516963	0.126724448674	0.097354420658	0.0307402017778	0.29298743172	0.42461399626
</S>	0.0208939727727	0.0459007419015	0.0739093820406	0.0120831177032	0.162105334006	0.309715214	0.3753922399
