 	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.583745032146	0.00480312023707	0.069195710926	0.0711369961405	0.211876629657	0.0198733284786	0.0393691552965
a20	0.387995635949	0.0677031981136	0.0433115069429	0.0172719094253	0.353908967386	0.106533061903	0.0232757214499
a31	0.458757931063	0.0682562318848	0.0722310614348	0.0812534805464	0.0505311524614	0.260184158972	0.00878601209051
a18	0.509406343898	0.0459947216723	0.059799454219	0.10300155565	0.16918347986	0.107592174752	0.00502229846692
a31	0.459107920508	0.0481144237508	0.036088185054	0.161991478769	0.027054948158	0.259973516302	0.007669502905
a37	0.42285845993	0.0202218204448	0.0399413967256	0.12037602553	0.15605795458	0.23721730867	0.00332703158365
a13	0.45340664317	0.0374724152392	0.043868908138	0.160332307594	0.0482783461254	0.247738307544	0.00890302074152
a31	0.393324804952	0.0179269787769	0.0220233914706	0.145322689274	0.12043143274	0.29637573978	0.0045949771248
a20	0.308096607308	0.0494635239041	0.0215507836965	0.00779881994006	0.14617610272	0.35986725054	0.107046916799
a46	0.259243477839	0.0236712780322	0.0354806054122	0.0504722508788	0.215175586824	0.3959539692	0.0200028422794
a31	0.0677428397956	0.0152448760377	0.0265284787745	0.0277793620786	0.191638052804	0.631913476	0.039152887492
a13	0.35805603636	0.0207873235913	0.0442039257872	0.00820020418524	0.07704213192	0.256334578	0.235375815462
a20	0.224101367401	0.0203386448351	0.0255799554512	0.0271403564371	0.235950300856	0.410822906	0.0560664986374
a31	0.136506834175	0.00798750016674	0.0312539655849	0.0193132772619	0.158149330668	0.570974222	0.075814873484
a46	0.354856122743	0.0114627138424	0.0476805520856	0.00867715383967	0.057261391108	0.2385542536	0.281507800556
a39	0.159021458511	0.0210267352346	0.0324943521787	0.0292225023476	0.096209651834	0.496673154	0.16535213316
a41	0.270914223831	0.00968887610954	0.031074673453	0.0187517812308	0.09380958533	0.450609524	0.1251513392
a46	0.120107216207	0.0116770237902	0.0335931001682	0.0292767762309	0.0642936192	0.485166866	0.255885414
a39	0.111549305625	0.0118602037355	0.0293204614186	0.0229790745951	0.06236662766	0.472020798	0.2899035306
a8	0.241707724154	0.00859555389851	0.0399581840108	0.0130903414524	0.06231008094	0.42845366	0.2058844826
</S>	0.144949677326	0.0106161218033	0.0453481812	0.0161076417531	0.053796443	0.3875179532	0.3416639956
