 	non	mi	aspetti	non	vengo	</S>
a33	0.039645928469	0.319856039074	0.148013723111	0.1402605622	0.267232376574	0.0849913678159
a31	0.00734306157	0.037932028386	0.21437884194	0.1110841898	0.462858877411	0.166402986252
a37	0.000193719388033	0.00387598270643	0.408466096706	0.29305022272	0.212523794244	0.0818901426516
a35	0.0289148479132	0.133767517913	0.39770032681	0.113686967674	0.242134176548	0.0837961238463
a31	0.027956654907	0.0390423240308	0.33684046859	0.187420425204	0.3582107448	0.050529348596
a7	0.148532392276	0.0718959804322	0.35091396359	0.09246790706	0.2953521154	0.040837712402
a18	0.11026617316	0.0574019172098	0.0400965336364	0.01808175702	0.686002917	0.088150703958
a24	0.115753856734	0.0189544921318	0.0749032998192	0.02567005822	0.618321986	0.1463963144
a31	0.057136780184	0.0207960089003	0.0661300817942	0.0326564287003	0.574034942	0.24924578192
a20	0.0451025422954	0.0302066782455	0.167129855662	0.0716748610649	0.4138406089	0.272045464414
a8	0.00339533580874	0.00744702023275	0.0121381421471	0.0418574909175	0.6223960744	0.31276591342
a31	0.00239636216704	0.0104480206727	0.0342475443428	0.021651604362	0.590405155	0.3408513394
</S>	0.00220419456376	0.0059272689274	0.0135669958423	0.00861395178368	0.427147951	0.54253961712
