 	vuole	andare	a	Lecce	</S>
a20	0.184240167657	0.19472168932	0.165547747	0.29441533695	0.161075022869
a31	0.05977397738	0.402829348	0.30248799666	0.02710645464	0.20780222746
a18	0.073621469989	0.19256790117	0.44633539964	0.157177610878	0.130297640941
a46	0.0661656949389	0.140663194646	0.22632884918	0.145804099902	0.421038141324
a37	0.049754114609	0.0975617217	0.237097979654	0.21959798876	0.395988184224
a23	0.0111266118654	0.160079958596	0.0670175205512	0.364983219006	0.39679269959
a18	0.137118245846	0.0680817032681	0.0544144982958	0.313980617707	0.426404931831
a38	0.0181732083229	0.150860646717	0.0601670438332	0.37466411337	0.39613498758
a37	0.0491987107608	0.188886713593	0.0599381041224	0.30624537796	0.39573108772
a31	0.0426794654134	0.169646084327	0.162009897506	0.214481603721	0.41118295888
a20	0.0450670549368	0.187710370728	0.24599317883	0.272320902911	0.2489085148
</S>	0.0997366247571	0.0668203574272	0.139295076658	0.199071483771	0.4950764544
