 	deve	che	entra	da	qui	</S>
a31	0.0160113620715	0.0592925531988	0.371343564091	0.181364682871	0.210534950079	0.161452922406
a21	0.200055648877	0.0687275647572	0.0050366033768	0.30174066389	0.422743053596	0.00169643471413
a31	0.205893828944	0.1968995114	0.173912494039	0.195850133256	0.217250204974	0.0101938292764
a20	0.104016640249	0.293028905094	0.0479533097914	0.282824874798	0.266998711619	0.00517757644115
a11	0.241183855461	0.26643589122	0.167431786305	0.103011040596	0.219898301719	0.00203914576998
a31	0.209833841748	0.06707523986	0.396312427584	0.147135084874	0.175929680184	0.003713745026
a37	0.191527176661	0.0608598822828	0.206046480506	0.144563268814	0.38944057368	0.007562641834
a31	0.069314761316	0.0647048926692	0.36138080872	0.10389218998	0.343159154	0.057548201348
a8	0.00783970640294	0.0141714752484	0.259095339798	0.128623636278	0.3723966322	0.217873231888
a31	0.0542956080922	0.0111342720382	0.217079475468	0.106606303724	0.550165552	0.06071879294
a46	0.016266765268	0.0129432391389	0.372064518952	0.0499589951178	0.360128192	0.18863826264
a31	0.0873017944116	0.0305930236448	0.118048819774	0.09112347906	0.583612402	0.0893204478
</S>	0.020301972312	0.0108358659886	0.289955096438	0.049020683553	0.3521978354	0.2776885449
