 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.0205888793674	0.17133803791	0.0218871508315	0.0558532737734	0.099075305308	0.196069506572	0.19535923956	0.18246413584	0.0573644463119
a29	0.0251444584775	0.161349906312	0.01860120687	0.0136893104401	0.068408767808	0.27218862086	0.3711711298	0.06440061935	0.0050460167022
a31	0.0264991656635	0.249031649685	0.0228115727096	0.18435120104	0.206605936726	0.107465752174	0.09032981988	0.086651197286	0.0262536720666
a20	0.00149549919283	0.162294736878	0.0233706975421	0.185239512018	0.154672581932	0.0324633798	0.28987702214	0.147086031504	0.00350057954268
a31	0.0890412906172	0.179784762192	0.0299596739875	0.1807634355	0.15354996998	0.10075827372	0.085609737352	0.132229615218	0.0483032068242
a28	0.0150921417381	0.172656386488	0.0117779118689	0.048881478908	0.0907300270839	0.14212809364	0.33574319426	0.163643116536	0.0193476394068
a3	0.0539121471845	0.0169981592206	0.0859472046624	0.0426381442972	0.069944189722	0.1910547296	0.16768706406	0.30977606843	0.062042277304
a35	0.0325115137221	0.0202955777852	0.0975089790894	0.048377810632	0.014296049786	0.19725659134	0.2494131101	0.221513000152	0.118827398697
a31	0.01932552064	0.0409595862126	0.0363939091772	0.099789897254	0.023380406276	0.16863800756	0.2027410884	0.250724598432	0.158047013389
a20	0.0144866560779	0.0112132765605	0.00443351207537	0.0466460101078	0.0955308387526	0.290386218434	0.2131283542	0.156787957152	0.167387180688
a31	0.0558065299601	0.162498731528	0.0572896997264	0.063320481798	0.019780656506	0.120184590022	0.22390591208	0.197858075005	0.099355350426
a28	0.0362491618112	0.111527815643	0.0101983253554	0.0759844376155	0.0509531986068	0.209140411114	0.194918601	0.0548252304	0.256202814444
a13	0.0644282278481	0.209931849256	0.035478549082	0.0546654028292	0.012515922188	0.0413775425482	0.1958260288	0.271150143009	0.114626354508
a41	0.062689874452	0.214816536264	0.0294506760185	0.059964847806	0.01276873076	0.0621750581612	0.143496365	0.27919506028	0.13544283608
a28	0.0495973835	0.20846698235	0.0261069574677	0.0485581856644	0.01568995446	0.0531391255738	0.0792127682	0.2633108786	0.25591776728
a31	0.08997396128	0.16757130908	0.0203067064043	0.0413689514288	0.0252023521384	0.0520723738372	0.0780738878	0.2572081262	0.26822231808
a20	0.12594265081	0.141414874944	0.0134892187739	0.0443525297123	0.0553373929796	0.149044851391	0.054806528748	0.0485359098	0.3670760664
a31	0.0795289545001	0.163917177073	0.0640364026901	0.025677382998	0.0165542215844	0.0239826068704	0.0594117048	0.31537022532	0.251521344
a24	0.156337007688	0.060974717016	0.00898866999313	0.0169362535021	0.0302237120462	0.0820520627762	0.063343750824	0.11357356514	0.4675702435
a46	0.0394013051723	0.196572035708	0.032492955526	0.0178982214887	0.0173815420032	0.0215523957543	0.0513364028	0.30910841032	0.3142567002
</S>	0.0236688425138	0.154166939852	0.0820924990958	0.019900068693	0.0247747365869	0.0226960426334	0.03281763606	0.29789304897	0.34199017136
